video,frame,track_id,bb_left,bb_top,bb_width,bb_height,cx,cy,area,vehicle_type,orientation,speed,trajectory_length,truncation_ratio,occlusion_ratio,visibility,occ_ratio_by_vehicle,occ_ratio_by_background,occlusion_source,n_occlusion_regions,occluder_ids,occlusion_status_raw,frame_density
MVI_20011,62,10,599.35,74.075,30.45,25.49,614.575,86.82000000000001,776.1705,car,36.85,1.459,127.0,0.0,0.3939607985616556,0.6060392014383444,0.3939607985616556,0.0,vehicle,1,8,,11
MVI_20011,62,11,787.5,129.2,69.55,47.99,822.275,153.195,3337.7045,car,245.17,3.6084,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,62,12,916.65,176.38,44.35,55.94,938.8249999999999,204.35,2480.939,car,209.59,5.8219,109.0,0.35986,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,63,2,593.5,343.04,140.3,142.4,663.65,414.24,19978.72,car,20.915,11.765,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,63,3,548.5,169.1,67.95,65.38,582.475,201.79,4442.571,car,13.015,3.7745,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,63,4,492.75,115.96,42.55,42.02,514.025,136.97,1787.951,car,0.42284,2.0326,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,63,5,566.85,105.58,39.75,38.9,586.725,125.03,1546.2749999999999,car,8.8068,1.7962,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,11
MVI_20011,63,6,671.7,65.075,29.75,23.5,686.575,76.825,699.125,car,285.82,0.46771,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,63,7,689.9,89.655,51.7,37.175,715.75,108.2425,1921.9475,car,247.25,1.6808,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,63,8,584.15,86.885,38.9,32.325,603.6,103.04750000000001,1257.4425,car,47.681,1.9272,127.0,0.0,0.24334591840183584,0.7566540815981642,0.24334591840183584,0.0,vehicle,1,5,1,11
MVI_20011,63,9,547.8,68.365,28.35,21.595,561.9749999999999,79.1625,612.21825,car,13.925,0.93498,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,63,10,600.05,75.46,30.8,25.06,615.4499999999999,87.99,771.848,car,36.791,1.461,127.0,0.0,0.40630409096091435,0.5936959090390856,0.40630409096091435,0.0,vehicle,1,8,,11
MVI_20011,63,11,785.25,128.07,67.45,47.22,818.975,151.68,3184.989,car,245.38,3.6301,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,63,12,907.95,173.5,53.05,55.94,934.475,201.47,2967.6169999999997,car,236.4,5.2225,109.0,0.22694,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,64,2,595.55,353.33,144.6,143.8,667.8499999999999,425.23,20793.48,car,20.915,11.765,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,64,3,548.85,171.87,69.0,67.2,583.35,205.47,4636.8,car,13.384,3.7802,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,64,4,492.23,117.61,43.57,42.8,514.015,139.01,1864.7959999999998,car,359.72,2.035,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,64,5,567.25,106.96,39.45,39.69,586.975,126.80499999999999,1565.7705,car,8.0171,1.7925,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,12
MVI_20011,64,6,671.9,65.425,28.5,23.065,686.15,76.9575,657.3525000000001,car,287.32,0.44518,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,64,7,688.75,89.05,50.85,37.09,714.175,107.595,1886.0265000000002,car,247.65,1.7029,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,64,8,585.45,88.01,39.15,32.68,605.0250000000001,104.35000000000001,1279.422,car,47.626,1.9289,127.0,0.0,0.22804242853413503,0.771957571465865,0.22804242853413503,0.0,vehicle,1,5,1,12
MVI_20011,64,9,548.05,69.315,28.25,21.51,562.175,80.07,607.6575,car,12.428,0.92928,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,64,10,600.75,76.845,31.1,24.625,616.3,89.1575,765.8375000000001,car,36.057,1.4441,127.0,0.0,0.4191763918585863,0.5808236081414138,0.4191763918585863,0.0,vehicle,1,8,,12
MVI_20011,64,11,783.0,126.95,65.4,46.43,815.7,150.165,3036.5220000000004,car,245.17,3.6084,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,64,12,903.6,169.16,57.4,55.94,932.3000000000001,197.13,3210.9559999999997,car,206.62,4.8545,109.0,0.16048,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,64,13,916.65,271.81,44.35,71.84,938.8249999999999,307.73,3186.1040000000003,car,254.13,5.276,148.0,0.57617,0.39720925619502706,0.6027907438049729,0.0,0.39720925619502706,background,1,,-1,12
MVI_20011,65,2,600.0,360.0,141.25,170.15,670.625,445.075,24033.6875,car,7.9603,20.038,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,65,3,549.15,174.63,70.1,69.03,584.1999999999999,209.14499999999998,4839.003,car,13.006,3.7769,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,65,4,491.71,119.25,44.64,43.57,514.03,141.035,1944.9648,car,0.42284,2.0326,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,65,5,567.7,108.35,39.05,40.46,587.225,128.57999999999998,1579.963,car,8.0171,1.7925,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,12
MVI_20011,65,6,672.05,65.77,27.3,22.635,685.6999999999999,77.08749999999999,617.9355,car,286.11,0.4684,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,65,7,687.65,88.44,49.95,37.0,712.625,106.94,1848.15,car,247.17,1.6817,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,65,8,586.75,89.135,39.4,33.025,606.45,105.64750000000001,1301.185,car,47.681,1.9272,127.0,0.0,0.21226804797165666,0.7877319520283433,0.21226804797165666,0.0,vehicle,1,5,1,12
MVI_20011,65,9,548.3,70.27,28.2,21.42,562.4,80.97999999999999,604.044,car,13.888,0.9374,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,65,10,601.45,78.23,31.45,24.2,617.1750000000001,90.33,761.0899999999999,car,36.791,1.461,127.0,0.0,0.43146868307296204,0.568531316927038,0.43146868307296204,0.0,vehicle,1,8,,12
MVI_20011,65,11,780.75,125.83,63.3,45.65,812.4,148.655,2889.645,car,245.34,3.6311,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,65,12,896.4,169.16,64.6,51.6,928.6999999999999,194.96,3333.3599999999997,car,238.95,4.2021,109.0,0.1254,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,65,13,906.5,263.13,54.5,86.31,933.75,306.28499999999997,4703.895,car,254.13,5.276,148.0,0.36608,0.5468872073037344,0.4531127926962656,0.0,0.5468872073037344,background,1,,-1,12
MVI_20011,66,2,601.45,370.12,145.55,170.88,674.225,455.56,24871.584000000003,car,18.95,11.086,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,66,3,549.5,177.41,71.1,70.83,585.05,212.825,5036.013,car,13.015,3.7745,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,66,4,491.19,120.9,45.66,44.35,514.02,143.07500000000002,2025.021,car,359.72,2.035,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,66,5,568.15,109.73,38.7,41.24,587.5,130.35,1595.9880000000003,car,8.819,1.7937,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,12
MVI_20011,66,6,672.25,66.115,26.1,22.2,685.3,77.21499999999999,579.42,car,287.68,0.41983,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,66,7,686.5,87.835,49.15,36.915,711.075,106.29249999999999,1814.37225,car,247.33,1.6798,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,66,8,588.05,90.26,39.65,33.37,607.875,106.94500000000001,1323.1204999999998,car,47.681,1.9272,127.0,0.0,0.19750279736426066,0.8024972026357393,0.19750279736426066,0.0,vehicle,1,5,1,12
MVI_20011,66,9,548.55,71.22,28.1,21.34,562.5999999999999,81.89,599.654,car,12.395,0.93172,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,66,10,602.15,79.615,31.8,23.765,618.05,91.4975,755.7270000000001,car,36.85,1.459,127.0,0.0,0.44356758459073065,0.5564324154092694,0.44356758459073065,0.0,vehicle,1,8,,12
MVI_20011,66,11,778.5,124.7,61.25,44.87,809.125,147.135,2748.2875,car,245.17,3.6084,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,66,12,889.15,163.38,71.85,54.49,925.0749999999999,190.625,3915.1065,car,219.89,5.6528,109.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,66,13,900.7,260.24,60.3,87.75,930.85,304.115,5291.325,car,233.19,3.622,148.0,0.28347,0.5728275998922762,0.42717240010772384,0.0,0.5728275998922762,background,1,,-1,12
MVI_20011,67,2,607.25,383.13,151.35,157.87,682.925,462.065,23893.624499999998,car,53.204,10.865,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,67,3,549.85,180.18,72.15,72.64,585.9250000000001,216.5,5240.976000000001,car,13.384,3.7802,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,67,4,490.68,122.54,46.67,45.14,514.015,145.11,2106.6838000000002,car,359.79,2.035,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,67,5,568.55,111.11,38.4,42.02,587.75,132.12,1613.568,car,8.0171,1.7925,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,12
MVI_20011,67,6,672.4,66.46,24.9,21.77,684.85,77.345,542.073,car,286.11,0.4684,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,67,7,685.4,87.23,48.25,36.83,709.525,105.64500000000001,1777.0475,car,247.33,1.6798,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,67,8,589.35,91.385,39.9,33.715,609.3000000000001,108.2425,1345.2285000000002,car,47.681,1.9272,127.0,0.0,0.18303507545372416,0.8169649245462758,0.18303507545372416,0.0,vehicle,1,5,1,12
MVI_20011,67,9,548.85,72.175,28.0,21.25,562.85,82.8,595.0,car,15.362,0.94372,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,67,10,602.85,81.0,32.15,23.33,618.9250000000001,92.66499999999999,750.0595,car,36.85,1.459,127.0,0.0,0.45562785352361984,0.5443721464763802,0.45562785352361984,0.0,vehicle,1,8,,12
MVI_20011,67,11,776.25,123.58,59.15,44.1,805.825,145.63,2608.515,car,245.38,3.6301,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,67,12,886.25,160.48,74.75,55.94,923.625,188.45,4181.514999999999,car,213.75,2.6099,109.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,67,13,890.6,253.01,70.4,81.97,925.8000000000001,293.995,5770.688,car,206.51,11.312,148.0,0.21449,0.4428782148679672,0.5571217851320328,0.0,0.4428782148679672,background,1,,-1,12
MVI_20011,68,2,608.65,399.04,157.15,141.96,687.225,470.02000000000004,22309.014000000003,car,28.408,9.0384,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,68,3,550.05,183.72,73.75,73.86,586.925,220.65,5447.175,car,13.54,4.2712,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,68,4,490.07,124.7,47.38,44.62,513.76,147.01,2114.0956,car,352.36,1.917,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,68,5,568.8,112.68,39.35,41.67,588.4749999999999,133.51500000000001,1639.7145,car,27.631,1.5633,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,12
MVI_20011,68,6,671.45,66.29,25.3,21.51,684.1,77.045,544.2030000000001,car,248.2,0.80777,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,68,7,684.8,86.45,47.0,36.74,708.3,104.82000000000001,1726.7800000000002,car,236.04,1.4769,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,68,8,590.35,93.03,39.85,33.63,610.275,109.845,1340.1555,car,31.317,1.8758,127.0,0.0,0.18568293007788958,0.8143170699221104,0.18568293007788958,0.0,vehicle,1,5,1,12
MVI_20011,68,9,548.9,72.95,28.45,21.51,563.125,83.705,611.9595,car,16.902,0.94586,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,68,10,603.1,81.865,32.75,24.545,619.475,94.13749999999999,803.8487500000001,car,20.481,1.5719,127.0,0.0,0.4510773948457345,0.5489226051542655,0.4510773948457345,0.0,vehicle,1,8,,12
MVI_20011,68,11,774.15,122.11,57.8,43.58,803.05,143.9,2518.924,car,238.06,3.2701,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,68,12,881.95,157.59,79.05,53.05,921.475,184.115,4193.6025,car,206.38,4.8389,109.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,68,13,887.7,250.12,73.3,80.52,924.35,290.38,5902.115999999999,car,201.87,3.8926,148.0,0.19559,0.4008596239043759,0.5991403760956241,0.0,0.4008596239043759,background,1,,-1,12
MVI_20011,69,2,611.55,412.05,158.6,128.95,690.8499999999999,476.525,20451.469999999998,car,29.12,7.449,72.0,0.02195,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,69,3,550.2,187.27,75.45,75.08,587.9250000000001,224.81,5664.786,car,13.532,4.2736,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,69,4,489.46,126.86,48.09,44.1,513.505,148.91,2120.7690000000002,car,352.45,1.9217,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,69,5,569.1,114.23,40.25,41.33,589.225,134.895,1663.5325,car,28.436,1.575,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,12
MVI_20011,69,6,670.5,66.115,25.75,21.25,683.375,76.74,547.1875,car,247.18,0.78654,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,69,7,684.15,85.675,45.85,36.655,707.0749999999999,104.0025,1680.63175,car,236.2,1.4741,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,69,8,591.4,94.675,39.75,33.535,611.275,111.4425,1333.01625,car,32.005,1.8868,127.0,0.0,0.18825051832638967,0.8117494816736104,0.18825051832638967,0.0,vehicle,1,5,1,12
MVI_20011,69,9,549.0,73.73,28.85,21.77,563.425,84.61500000000001,628.0645000000001,car,18.246,0.95818,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,69,10,603.35,82.73,33.35,25.75,620.025,95.605,858.7625,car,20.513,1.5695,127.0,0.0,0.44689771619044744,0.5531022838095525,0.44689771619044744,0.0,vehicle,1,8,,12
MVI_20011,69,11,772.1,120.64,56.4,43.05,800.3000000000001,142.165,2428.02,car,237.79,3.2502,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,69,12,877.6,153.26,83.4,55.93,919.3000000000001,181.225,4664.562,car,216.96,3.617,109.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,69,13,881.95,242.89,79.05,80.52,921.475,283.15,6365.106,car,201.69,7.7807,148.0,0.1303,0.33102355247500986,0.6689764475249902,0.0,0.33102355247500986,background,1,,-1,12
MVI_20011,70,2,611.55,425.06,157.15,115.94,690.125,483.03,18219.971,car,353.64,6.5453,72.0,0.13002,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,70,3,550.4,190.82,77.05,76.29,588.925,228.965,5878.1445,car,13.54,4.2712,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,70,4,488.86,129.03,48.79,43.57,513.255,150.815,2125.7803,car,352.45,1.9217,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,70,5,569.35,115.79,41.25,40.98,589.975,136.28,1690.425,car,28.436,1.575,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,12
MVI_20011,70,6,669.55,65.94,26.2,20.995,682.65,76.4375,550.069,car,247.35,0.78558,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,70,7,683.55,84.895,44.65,36.565,705.875,103.1775,1632.6272499999998,car,235.57,1.4548,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,70,8,592.45,96.315,39.7,33.455,612.3000000000001,113.04249999999999,1328.1635,car,32.645,1.9002,127.0,0.0,0.19104349728026648,0.8089565027197335,0.19104349728026648,0.0,vehicle,1,5,1,12
MVI_20011,70,9,549.1,74.51,29.3,22.03,563.75,85.525,645.479,car,19.654,0.96629,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,70,10,603.6,83.595,34.0,26.965,620.6,97.0775,916.81,car,21.33,1.5808,127.0,0.0,0.4435976374603239,0.5564023625396761,0.4435976374603239,0.0,vehicle,1,8,,12
MVI_20011,70,11,770.0,119.17,55.0,42.53,797.5,140.435,2339.15,car,238.29,3.2913,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,70,12,872.3,152.4,72.4,51.36,908.5,178.08,3718.4640000000004,car,253.75,11.249,109.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,70,13,874.7,238.56,86.3,74.73,917.85,275.925,6449.1990000000005,car,206.64,8.0856,148.0,0.11724,0.2799882590070485,0.7200117409929515,0.0,0.2799882590070485,background,1,,-1,12
MVI_20011,71,2,618.8,442.41,152.8,98.59,695.1999999999999,491.70500000000004,15064.552000000001,car,30.328,10.05,72.0,0.29344,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,71,3,550.55,194.37,78.7,77.5,589.9,233.12,6099.25,car,13.206,4.2679,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,71,4,488.25,131.19,49.45,43.06,512.975,152.72,2129.3170000000005,car,351.7,1.9226,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,71,5,569.6,117.35,42.2,40.63,590.7,137.665,1714.5860000000002,car,27.673,1.5611,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,12
MVI_20011,71,6,668.6,65.77,26.6,20.73,681.9,76.13499999999999,551.418,car,248.03,0.80871,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,71,7,682.95,84.115,43.4,36.485,704.6500000000001,102.35749999999999,1583.4489999999998,car,236.12,1.4755,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,71,8,593.5,97.96,39.6,33.36,613.3,114.63999999999999,1321.056,car,32.005,1.8868,127.0,0.0,0.19352018385291717,0.8064798161470829,0.19352018385291717,0.0,vehicle,1,5,1,12
MVI_20011,71,9,549.15,75.29,29.75,22.285,564.025,86.4325,662.97875,car,16.858,0.94825,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,71,10,603.85,84.46,34.6,28.18,621.15,98.55,975.028,car,20.513,1.5695,127.0,0.0,0.4403873529785809,0.5596126470214191,0.4403873529785809,0.0,vehicle,1,8,,12
MVI_20011,71,11,767.95,117.69,53.6,42.02,794.75,138.7,2252.2720000000004,car,237.79,3.2502,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,71,12,867.65,149.88,72.3,50.16,903.8,174.95999999999998,3626.5679999999998,car,236.46,5.6385,109.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,71,13,867.45,232.77,93.55,76.18,914.225,270.86,7126.639,car,215.6,6.2265,148.0,0.02212,0.2700641915494811,0.729935808450519,0.0,0.2700641915494811,background,1,,-1,12
MVI_20011,72,2,618.8,453.98,154.25,87.02,695.925,497.49,13422.835,car,7.1464,5.8278,72.0,0.36229,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,72,3,550.75,197.91,80.35,78.72,590.925,237.26999999999998,6325.151999999999,car,13.858,4.2796,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,72,4,487.64,133.35,50.16,42.55,512.72,154.625,2134.3079999999995,car,352.45,1.9217,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,72,5,569.85,118.91,43.15,40.28,591.4250000000001,139.05,1738.0819999999999,car,27.631,1.5633,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,12
MVI_20011,72,6,667.65,65.595,27.05,20.47,681.175,75.83,553.7135,car,247.18,0.78654,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,72,7,682.35,83.335,42.2,36.395,703.45,101.5325,1535.8690000000001,car,235.57,1.4548,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,72,8,594.5,99.605,39.55,33.275,614.275,116.2425,1316.02625,car,31.317,1.8758,127.0,0.0,0.1963828609041803,0.8036171390958197,0.1963828609041803,0.0,vehicle,1,5,1,12
MVI_20011,72,9,549.25,76.065,30.15,22.55,564.325,87.34,679.8824999999999,car,18.293,0.9558,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,72,10,604.15,85.325,35.15,29.385,621.725,100.0175,1032.88275,car,21.363,1.5785,127.0,0.0,0.43726115089055345,0.5627388491094465,0.43726115089055345,0.0,vehicle,1,8,,12
MVI_20011,72,11,765.85,116.22,52.25,41.5,791.975,136.97,2168.375,car,238.06,3.2701,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,72,12,862.95,147.38,72.25,48.94,899.075,171.85,3535.915,car,236.58,5.6608,109.0,0.0,0.0,1.0,0.0,0.0,none,0,,,12
MVI_20011,72,13,860.25,228.44,100.75,73.29,910.625,265.085,7383.967500000001,car,211.92,6.8094,148.0,0.0,0.23635667410507966,0.7636433258949203,0.0,0.23635667410507966,background,1,,-1,12
MVI_20011,73,3,550.9,201.46,82.0,79.92,591.9,241.42000000000002,6553.4400000000005,car,13.214,4.2654,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,73,4,487.04,135.52,50.86,42.02,512.47,156.53,2137.1372,car,352.45,1.9217,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,73,5,570.1,120.46,44.1,39.95,592.15,140.435,1761.795,car,27.631,1.5633,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,11
MVI_20011,73,6,666.7,65.425,27.45,20.21,680.4250000000001,75.53,554.7645,car,248.2,0.80777,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,73,7,681.75,82.56,41.0,36.3,702.25,100.71000000000001,1488.3,car,235.65,1.4534,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,73,8,595.55,101.25,39.45,33.19,615.275,117.845,1309.3455,car,32.005,1.8868,127.0,0.0,0.19912773213792676,0.8008722678620732,0.19912773213792676,0.0,vehicle,1,5,1,11
MVI_20011,73,9,549.35,76.845,30.6,22.81,564.65,88.25,697.986,car,19.654,0.96629,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,73,10,604.4,86.19,35.75,30.6,622.275,101.49,1093.95,car,20.481,1.5719,127.0,0.0,0.4346853146853148,0.5653146853146852,0.4346853146853148,0.0,vehicle,1,8,,11
MVI_20011,73,11,763.8,114.75,50.85,40.98,789.2249999999999,135.24,2083.833,car,237.83,3.2489,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,73,12,858.3,144.87,72.1,47.73,894.3499999999999,168.735,3441.3329999999996,car,236.6,5.6594,109.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,73,13,854.65,224.82,106.35,73.18,907.8249999999999,261.40999999999997,7782.693,car,217.36,4.6142,148.0,0.0,0.2609251065151871,0.7390748934848129,0.0,0.2609251065151871,background,1,,-1,11
MVI_20011,74,3,550.55,204.75,83.75,81.74,592.425,245.62,6845.724999999999,car,7.1292,4.2302,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,74,4,486.95,136.47,50.35,43.84,512.125,158.39,2207.344,car,349.49,1.8917,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,74,5,570.45,121.24,43.75,40.38,592.325,141.43,1766.625,car,9.9751,1.0103,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,11
MVI_20011,74,6,666.0,64.815,26.9,19.87,679.45,74.75,534.503,car,231.34,1.2486,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,74,7,680.1,81.52,40.8,35.96,700.5,99.5,1467.168,car,235.28,2.129,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,74,8,596.25,101.94,40.4,33.54,616.45,118.71,1355.0159999999998,car,53.641,1.4591,127.0,0.0,0.18863836294184022,0.8113616370581598,0.18863836294184022,0.0,vehicle,1,5,1,11
MVI_20011,74,9,549.15,77.28,30.8,22.72,564.55,88.64,699.776,car,345.62,0.40262,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,74,10,604.65,86.97,35.6,29.73,622.4499999999999,101.835,1058.3880000000001,car,26.896,0.38685,127.0,0.0,0.44626356307894655,0.5537364369210535,0.44626356307894655,0.0,vehicle,1,8,,11
MVI_20011,74,11,760.85,113.36,50.95,40.38,786.325,133.55,2057.3610000000003,car,239.81,3.3552,136.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,74,12,854.05,142.27,70.05,47.21,889.0749999999999,165.875,3307.0605,car,241.58,5.9981,109.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,74,13,851.55,219.76,109.45,70.39,906.275,254.95499999999998,7704.1855000000005,car,193.5,6.6385,148.0,0.0,0.1906041852185411,0.8093958147814588,0.0,0.1906041852185411,background,1,,-1,11
MVI_20011,75,3,550.2,208.04,85.45,83.56,592.9250000000001,249.82,7140.202,car,6.793,4.2272,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,75,4,486.87,137.43,49.78,45.64,511.76,160.25,2271.9592000000002,car,348.82,1.896,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,75,5,570.8,122.02,43.4,40.8,592.5,142.42,1770.7199999999998,car,9.9751,1.0103,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,11
MVI_20011,75,6,665.3,64.21,26.3,19.52,678.4499999999999,73.97,513.376,car,232.05,1.2682,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,75,7,678.45,80.48,40.65,35.62,698.7750000000001,98.29,1447.9529999999997,car,234.9,2.1085,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,75,8,596.95,102.64,41.3,33.88,617.6,119.58,1399.244,car,52.971,1.4405,127.0,0.0,0.1787572431970405,0.8212427568029594,0.1787572431970405,0.0,vehicle,1,5,1,11
MVI_20011,75,9,549.0,77.71,30.95,22.635,564.475,89.02749999999999,700.55325,car,349.05,0.39469,163.0,0.0,0.0,1.0,0.0,0.0,none,0,,,11
MVI_20011,75,10,604.9,87.75,35.45,28.86,622.625,102.18,1023.0870000000001,car,26.73,0.38908,127.0,0.0,0.4553860033408696,0.5446139966591304,0.4553860033408696,0.0,vehicle,1,8,,11
