video,track_id,first_frame,last_frame,n_frames_observed,track_span_frames,n_occluded_frames,occluded_frame_ratio,mean_occlusion_ratio,max_occlusion_ratio,n_occlusion_segments,longest_segment_frames,longest_segment_s,n_full_occlusion_segments,longest_full_segment_frames,n_gaps,longest_gap_frames,vehicle_type
MVI_40172,95,2511,2551,41,41,40,0.9756,0.3833,0.5061,1,40,1.6,0,0,0,0,car
MVI_40172,96,2586,2635,50,50,50,1.0,0.3814,0.4774,1,50,2.0,0,0,0,0,car
MVI_40172,97,2611,2635,25,25,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40172,99,1,2635,2635,2635,164,0.0622,0.0497,1.0,3,74,2.96,3,42,0,0,car
MVI_40172,100,1,2635,2635,2635,2635,1.0,0.9481,1.0,1,2635,105.4,1,2225,0,0,car
MVI_40172,101,1,2635,2635,2635,2635,1.0,0.9434,1.0,1,2635,105.4,6,1489,0,0,car
MVI_40172,102,1,2635,2635,2635,2635,1.0,0.9133,1.0,1,2635,105.4,12,1062,0,0,car
MVI_40172,105,1,2635,2635,2635,157,0.0596,0.0534,1.0,4,52,2.08,4,47,0,0,car
MVI_40181,1,1,1,1,1,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,2,1,26,26,26,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,3,1,326,326,326,90,0.2761,0.0598,0.4399,6,26,1.04,0,0,0,0,bus
MVI_40181,4,1,26,26,26,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,5,1,31,31,31,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,6,26,91,66,66,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,7,41,76,36,36,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,8,41,766,726,726,208,0.2865,0.0749,0.7752,8,55,2.2,0,0,0,0,bus
MVI_40181,9,66,81,16,16,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,10,66,101,36,36,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,11,71,146,76,76,72,0.9474,0.463,0.6933,1,72,2.88,0,0,0,0,car
MVI_40181,12,126,201,76,76,6,0.0789,0.023,0.1478,1,6,0.24,0,0,0,0,car
MVI_40181,13,126,156,31,31,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40181,14,151,221,71,71,20,0.2817,0.0487,0.2658,1,20,0.8,0,0,0,0,car
MVI_40181,15,161,231,71,71,45,0.6338,0.2133,0.4646,1,45,1.8,0,0,0,0,van
MVI_40181,16,176,211,36,36,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,17,181,251,71,71,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,18,191,266,76,76,25,0.3289,0.0871,0.3537,1,25,1.0,0,0,0,0,car
MVI_40181,19,196,226,31,31,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,20,241,281,41,41,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40181,21,246,331,86,86,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,22,296,321,26,26,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,23,301,371,71,71,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,24,316,356,41,41,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,25,371,396,26,26,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,26,416,451,36,36,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,27,416,471,56,56,48,0.8571,0.2144,0.4875,1,48,1.92,0,0,0,0,car
MVI_40181,28,431,471,41,41,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,29,436,531,96,96,12,0.125,0.0222,0.1709,1,12,0.48,0,0,0,0,others
MVI_40181,30,471,511,41,41,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,31,481,531,51,51,51,1.0,0.47,0.5597,1,51,2.04,0,0,0,0,car
MVI_40181,32,486,531,46,46,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,33,551,621,71,71,0,0.0,0.0021,0.0339,0,0,0.0,0,0,0,0,car
MVI_40181,34,571,611,41,41,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,35,591,651,61,61,58,0.9508,0.3038,0.4469,1,58,2.32,0,0,0,0,car
MVI_40181,36,606,666,61,61,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,37,606,661,56,56,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,38,631,716,86,86,9,0.1047,0.0579,0.1346,1,12,0.48,0,0,0,0,car
MVI_40181,39,641,696,56,56,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,40,676,746,71,71,68,0.9577,0.4188,0.5681,1,68,2.72,0,0,0,0,car
MVI_40181,41,676,756,81,81,62,0.7654,0.1939,0.4131,1,61,2.44,0,0,0,0,car
MVI_40181,42,681,726,46,46,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,43,681,736,56,56,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40181,44,711,756,46,46,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,45,726,796,71,71,47,0.662,0.1921,0.4672,1,48,1.92,0,0,0,0,car
MVI_40181,46,746,801,56,56,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,47,761,856,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,48,761,806,46,46,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,49,791,841,51,51,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40181,50,821,871,51,51,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,51,846,931,86,86,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,52,916,1001,86,86,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,53,921,961,41,41,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,54,961,1066,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,55,1001,1046,46,46,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,56,1006,1101,96,96,29,0.3021,0.1135,0.5303,1,29,1.16,0,0,0,0,car
MVI_40181,57,1031,1611,581,581,193,0.3322,0.0638,0.2437,9,32,1.28,0,0,0,0,bus
MVI_40181,58,1041,1101,61,61,61,1.0,0.4768,0.5984,1,61,2.44,0,0,0,0,van
MVI_40181,59,1041,1076,36,36,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,60,1051,1146,96,96,5,0.0521,0.0135,0.3351,1,5,0.2,0,0,0,0,car
MVI_40181,61,1076,1116,41,41,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,62,1086,1146,61,61,61,1.0,0.4779,0.546,1,61,2.44,0,0,0,0,car
MVI_40181,63,1106,1146,41,41,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,64,1126,1231,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,bus
MVI_40181,65,1146,1241,96,96,20,0.2083,0.063,0.4484,1,20,0.8,0,0,0,0,car
MVI_40181,66,1151,1211,61,61,57,0.9344,0.4444,0.6494,1,57,2.28,0,0,0,0,car
MVI_40181,67,1176,1700,525,525,166,0.3162,0.0586,0.2735,9,32,1.28,0,0,0,0,bus
MVI_40181,68,1176,1226,51,51,48,0.9412,0.6101,1.0,1,48,1.92,1,11,0,0,car
MVI_40181,69,1181,1286,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,70,1191,1251,61,61,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,71,1246,1336,91,91,8,0.0879,0.0248,0.3321,1,8,0.32,0,0,0,0,car
MVI_40181,72,1271,1366,96,96,17,0.1771,0.0519,0.3456,1,17,0.68,0,0,0,0,car
MVI_40181,73,1276,1326,51,51,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,74,1281,1341,61,61,59,0.9672,0.4637,0.597,1,59,2.36,0,0,0,0,car
MVI_40181,75,1331,1386,56,56,56,1.0,0.5327,0.6581,1,56,2.24,0,0,0,0,car
MVI_40181,76,1391,1481,91,91,13,0.1429,0.0383,0.1356,1,13,0.52,0,0,0,0,car
MVI_40181,77,1401,1446,46,46,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,78,1431,1521,91,91,0,0.0,0.0005,0.0155,0,0,0.0,0,0,0,0,car
MVI_40181,79,1496,1581,86,86,0,0.0,0.0058,0.0606,0,0,0.0,0,0,0,0,car
MVI_40181,80,1496,1536,41,41,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40181,81,1506,1591,86,86,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,bus
MVI_40181,82,1536,1631,96,96,26,0.2708,0.1212,0.6317,1,26,1.04,0,0,0,0,car
MVI_40181,83,1571,1626,56,56,53,0.9464,0.3755,0.5294,1,53,2.12,0,0,0,0,van
MVI_40181,84,1586,1676,91,91,6,0.0659,0.0146,0.3147,1,6,0.24,0,0,0,0,car
MVI_40181,85,1621,1681,61,61,61,1.0,0.4349,0.5675,1,61,2.44,0,0,0,0,car
MVI_40181,86,1651,1700,50,50,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,1,1,1,1,1,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,2,1,26,26,26,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,3,1,61,61,61,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,4,1,121,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,5,1,116,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,6,1,6,6,6,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,7,1,11,11,11,11,1.0,0.2415,0.2959,1,11,0.44,0,0,0,0,car
MVI_40191,8,1,21,21,21,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,9,1,26,26,26,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,10,1,71,71,71,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,11,1,96,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,12,1,86,86,86,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,13,1,106,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,14,1,106,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,15,1,121,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,16,1,141,141,141,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,17,16,146,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,18,16,141,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,19,36,176,141,141,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,20,46,141,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,21,76,171,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,22,76,211,136,136,20,0.1471,0.0306,0.2505,2,18,0.72,0,0,0,0,car
MVI_40191,23,81,186,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,24,81,211,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,25,91,216,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,26,91,191,101,101,22,0.2178,0.0432,0.1882,1,22,0.88,0,0,0,0,van
MVI_40191,27,101,191,91,91,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,28,106,236,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,29,121,261,141,141,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,30,126,236,111,111,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,31,141,246,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,32,141,261,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,33,146,276,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,34,151,286,136,136,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,35,171,291,121,121,32,0.2645,0.0574,0.2091,1,32,1.28,0,0,0,0,car
MVI_40191,36,186,291,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,37,186,316,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,38,196,286,91,91,84,0.9231,0.1931,0.3385,2,82,3.28,0,0,0,0,car
MVI_40191,39,201,321,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,40,206,336,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,41,226,346,121,121,5,0.0413,0.0086,0.1217,1,5,0.2,0,0,0,0,car
MVI_40191,42,226,356,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,43,231,326,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,44,241,371,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,45,251,376,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,46,266,391,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,47,266,361,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,48,281,421,141,141,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,49,281,376,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,50,306,441,136,136,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,51,311,441,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,52,316,456,141,141,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,53,336,456,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,54,346,446,101,101,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,55,346,471,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,56,361,481,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,57,366,486,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,58,371,496,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,59,371,511,141,141,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,60,381,451,71,71,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,61,386,506,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,62,386,511,126,126,50,0.3968,0.0954,0.3821,1,50,2.0,0,0,0,0,car
MVI_40191,63,391,511,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,64,396,526,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,65,406,536,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,66,431,566,136,136,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,67,436,546,111,111,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,68,436,561,126,126,18,0.1429,0.024,0.248,1,18,0.72,0,0,0,0,car
MVI_40191,69,436,556,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,others
MVI_40191,70,446,541,96,96,4,0.0417,0.0126,0.3134,1,4,0.16,0,0,0,0,car
MVI_40191,71,456,531,76,76,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,72,466,551,86,86,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,73,476,576,101,101,26,0.2574,0.0553,0.2835,1,26,1.04,0,0,0,0,car
MVI_40191,74,486,591,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,75,491,636,146,146,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,76,506,636,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,77,511,626,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,78,521,666,146,146,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,79,531,646,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,80,536,666,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,81,546,696,151,151,7,0.0464,0.014,0.5268,1,7,0.28,0,0,0,0,car
MVI_40191,82,546,631,86,86,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,83,551,666,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,84,551,681,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,85,566,726,161,161,45,0.2795,0.0811,0.4165,3,27,1.08,0,0,0,0,car
MVI_40191,86,571,706,136,136,22,0.1618,0.0379,0.2827,1,22,0.88,0,0,0,0,car
MVI_40191,87,576,706,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,88,576,666,91,91,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,89,581,696,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,90,581,716,136,136,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,91,586,716,131,131,41,0.313,0.076,0.3484,1,41,1.64,0,0,0,0,car
MVI_40191,92,601,716,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,93,611,736,126,126,40,0.3175,0.0928,0.4979,1,40,1.6,0,0,0,0,car
MVI_40191,94,611,696,86,86,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,95,626,761,136,136,11,0.0809,0.0144,0.1187,1,11,0.44,0,0,0,0,car
MVI_40191,96,626,741,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,97,631,766,136,136,23,0.1691,0.0374,0.3028,2,20,0.8,0,0,0,0,car
MVI_40191,98,641,761,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,99,646,731,86,86,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,100,661,801,141,141,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,101,666,786,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,102,666,801,136,136,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,103,676,796,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,104,691,816,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,105,701,841,141,141,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,106,701,816,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,107,721,846,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,108,731,871,141,141,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,109,741,861,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,110,751,866,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,111,751,871,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,112,766,906,141,141,11,0.078,0.0221,0.2914,1,11,0.44,0,0,0,0,car
MVI_40191,113,771,846,76,76,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,114,771,886,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,116,776,901,126,126,2,0.0159,0.0039,0.1458,1,2,0.08,0,0,0,0,car
MVI_40191,117,776,906,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,118,806,931,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,119,811,936,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,120,836,966,131,131,51,0.3893,0.1181,0.3757,1,51,2.04,0,0,0,0,van
MVI_40191,121,841,956,116,116,59,0.5086,0.1023,0.3214,1,60,2.4,0,0,0,0,van
MVI_40191,122,841,966,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,123,846,971,126,126,67,0.5317,0.1272,0.3987,1,67,2.68,0,0,0,0,car
MVI_40191,124,876,1001,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,125,876,981,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,126,876,996,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,127,881,1001,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,128,881,996,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,129,891,1021,131,131,10,0.0763,0.0222,0.1502,1,9,0.36,0,0,0,0,car
MVI_40191,130,906,996,91,91,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,131,906,996,91,91,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,132,916,1041,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,133,916,1026,111,111,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,134,926,1056,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,135,941,1081,141,141,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,136,946,1066,121,121,11,0.0909,0.0176,0.1447,2,7,0.28,0,0,0,0,car
MVI_40191,137,971,1086,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,138,971,1081,111,111,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,139,976,1096,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,140,981,1091,111,111,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,141,991,1091,101,101,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,142,1011,1121,111,111,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,143,1011,1136,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,144,1016,1111,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,145,1041,1161,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,146,1086,1201,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,147,1096,1211,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,148,1096,1206,111,111,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,149,1111,1226,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,150,1111,1211,101,101,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,151,1121,1226,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,152,1136,1221,86,86,0,0.0,0.0067,0.068,0,0,0.0,0,0,0,0,car
MVI_40191,153,1136,1236,101,101,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,154,1141,1216,76,76,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,155,1146,1241,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,156,1151,1261,111,111,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,157,1171,1241,71,71,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,158,1171,1286,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,159,1171,1256,86,86,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,160,1186,1291,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,161,1196,1291,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,162,1206,1331,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,163,1226,1311,86,86,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,164,1241,1336,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,165,1256,1381,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,166,1261,1391,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,167,1261,1361,101,101,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,168,1266,1386,121,121,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,169,1271,1366,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,170,1271,1351,81,81,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,171,1281,1356,76,76,15,0.1974,0.0419,0.1134,2,8,0.32,0,0,0,0,car
MVI_40191,172,1301,1396,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,173,1301,1401,101,101,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,174,1306,1406,101,101,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,175,1326,1456,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,176,1331,1446,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,177,1331,1461,131,131,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,178,1341,1436,96,96,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_40191,179,1346,1426,81,81,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,180,1356,1486,131,131,3,0.0229,0.0068,0.1087,1,3,0.12,0,0,0,0,car
MVI_40191,181,1361,1486,126,126,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_40191,182,1361,1466,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
