video,track_id,seg_id,start_frame,end_frame,length_frames,duration_s,bucket,mean_occlusion_ratio,max_occlusion_ratio,is_heavy,main_source,path_len_px,net_disp_px
MVI_40152,44,0,1361,1382,22,0.88,medium,0.255,0.3119,False,background,139.4,138.69
MVI_40152,45,0,1419,1458,40,1.6,long,0.1306,0.1586,False,background,184.86,176.47
MVI_40152,46,0,1611,1706,96,3.84,long,0.5746,1.0,True,background,757.62,755.68
MVI_40152,47,0,1644,1670,27,1.08,medium,0.4696,0.7333,True,background,57.77,57.69
MVI_40152,48,0,1696,1750,55,2.2,long,0.726,0.988,True,background,212.0,210.68
MVI_40152,49,0,1736,1750,15,0.6,medium,0.2936,0.397,False,background,82.39,82.05
MVI_40161,1,0,1,10,10,0.4,short,0.1212,0.1312,False,vehicle,9.06,8.99
MVI_40161,1,1,42,63,22,0.88,medium,0.1183,0.1348,False,vehicle,28.17,27.22
MVI_40161,1,3,100,106,7,0.28,short,0.1046,0.1073,False,vehicle,7.43,7.36
MVI_40161,2,0,1,4,4,0.16,short,0.1156,0.1283,False,vehicle,5.44,5.44
MVI_40161,2,1,25,57,33,1.32,medium,0.1389,0.1634,False,vehicle,67.54,66.66
MVI_40161,2,2,108,110,3,0.12,short,0.1032,0.1039,False,vehicle,0.47,0.47
MVI_40161,2,3,204,214,11,0.44,short,0.1119,0.1184,False,vehicle,4.86,2.67
MVI_40161,2,4,269,278,10,0.4,short,0.1182,0.132,False,vehicle,4.51,4.09
MVI_40161,2,5,449,455,7,0.28,short,0.1139,0.1228,False,vehicle,7.73,7.68
MVI_40161,2,6,506,541,36,1.44,medium,0.1486,0.1822,False,vehicle,45.53,44.96
MVI_40161,5,0,42,69,28,1.12,medium,0.2517,0.3438,False,vehicle,140.45,140.23
MVI_40161,6,0,41,100,60,2.4,long,0.5091,0.7232,True,background,360.38,360.01
MVI_40161,10,0,217,266,50,2.0,long,0.2861,0.4064,False,vehicle,149.06,148.73
MVI_40161,11,0,166,237,72,2.88,long,0.3914,0.6478,False,background,664.51,663.32
MVI_40161,11,1,245,282,38,1.52,long,0.2718,0.3784,False,background,89.47,88.34
MVI_40161,16,0,245,311,67,2.68,long,0.3494,0.4731,False,vehicle,544.8,544.1
MVI_40161,17,0,241,316,76,3.04,long,0.3908,0.6389,False,background,763.39,761.66
MVI_40161,28,0,526,601,76,3.04,long,0.289,0.6106,False,background,758.27,756.92
MVI_40161,30,0,571,645,75,3.0,long,0.4878,0.6504,False,background,814.41,812.52
MVI_40161,33,0,624,651,28,1.12,medium,0.3323,0.5218,False,vehicle,309.84,309.66
MVI_40161,34,0,621,704,84,3.36,long,0.352,0.6757,False,background,769.18,767.9
MVI_40161,40,0,771,835,65,2.6,long,0.4114,0.754,True,background,716.23,715.74
MVI_40161,44,0,881,943,63,2.52,long,0.434,0.7037,True,background,727.67,726.83
MVI_40161,50,0,979,1011,33,1.32,medium,0.2768,0.3827,False,vehicle,307.97,307.91
MVI_40161,51,0,971,1044,74,2.96,long,0.4704,0.7253,True,background,750.28,749.77
MVI_40161,61,0,1306,1328,23,0.92,medium,0.4105,0.6119,False,vehicle,92.12,84.62
MVI_40161,61,1,1380,1404,25,1.0,medium,0.1819,0.2408,False,vehicle,36.57,35.29
MVI_40162,3,0,11,106,96,3.84,long,0.3968,0.6269,False,background,731.51,729.3
MVI_40162,6,0,98,197,100,4.0,long,0.2289,0.3533,False,background,703.76,701.63
MVI_40162,6,2,209,215,7,0.28,short,0.206,0.3185,False,background,15.65,15.25
MVI_40162,10,0,361,434,74,2.96,long,0.2588,0.5659,False,background,705.34,704.32
MVI_40162,16,0,601,604,4,0.16,short,0.1163,0.1259,False,vehicle,42.46,42.46
MVI_40162,16,1,614,620,7,0.28,short,0.1482,0.1865,False,vehicle,54.67,54.61
MVI_40162,16,2,627,691,65,2.6,long,0.1648,0.2318,False,vehicle,232.41,232.07
MVI_40162,17,0,586,701,116,4.64,long,0.2846,0.7048,True,background,810.19,807.25
MVI_40162,21,0,661,766,106,4.24,long,0.4536,0.7796,True,background,767.08,766.37
MVI_40162,31,0,870,900,31,1.24,medium,0.1923,0.2578,False,vehicle,64.12,63.88
MVI_40162,32,0,801,813,13,0.52,medium,0.1692,0.2421,False,vehicle,22.06,21.76
MVI_40162,32,1,820,848,29,1.16,medium,0.1274,0.1601,False,vehicle,84.62,84.33
MVI_40162,32,2,852,854,3,0.12,short,0.1059,0.11,False,vehicle,9.16,9.16
MVI_40162,34,0,826,909,84,3.36,long,0.356,0.7527,True,background,739.94,739.35
MVI_40162,35,0,899,928,30,1.2,medium,0.2333,0.3377,False,vehicle,131.26,130.99
MVI_40162,37,0,876,938,63,2.52,long,0.3517,0.6171,False,background,656.59,656.09
MVI_40162,37,1,949,954,6,0.24,short,0.0949,0.1184,False,background,14.11,14.1
MVI_40162,39,0,916,966,51,2.04,long,0.8035,1.0,True,vehicle,109.23,107.99
MVI_40162,40,0,990,1018,29,1.16,medium,0.1304,0.1473,False,vehicle,109.86,108.01
MVI_40162,40,1,1050,1071,22,0.88,medium,0.1324,0.1535,False,vehicle,10.52,7.53
MVI_40162,40,2,1116,1135,20,0.8,medium,0.1163,0.132,False,vehicle,3.61,0.76
MVI_40162,40,3,1149,1166,18,0.72,medium,0.1217,0.1364,False,vehicle,8.13,3.35
MVI_40162,40,4,1242,1269,28,1.12,medium,0.1867,0.2398,False,vehicle,14.64,3.49
MVI_40162,40,5,1299,1314,16,0.64,medium,0.1288,0.1455,False,vehicle,7.16,1.28
MVI_40162,40,6,1369,1385,17,0.68,medium,0.1207,0.1331,False,vehicle,12.28,3.44
MVI_40162,40,7,1415,1435,21,0.84,medium,0.1298,0.1575,False,vehicle,9.52,5.34
MVI_40162,40,8,1449,1472,24,0.96,medium,0.1394,0.1579,False,vehicle,13.99,11.47
MVI_40162,40,9,1510,1584,75,3.0,long,0.1335,0.1806,False,vehicle,102.0,100.64
MVI_40162,40,10,1630,1666,37,1.48,medium,0.1238,0.1614,False,vehicle,43.38,40.55
MVI_40162,41,0,931,998,68,2.72,long,0.3191,0.6844,False,background,687.62,687.1
MVI_40162,41,1,1011,1013,3,0.12,short,0.0922,0.105,False,background,5.19,5.19
MVI_40162,41,2,1018,1021,4,0.16,short,0.1351,0.1437,False,background,6.53,6.53
MVI_40162,42,0,956,1006,51,2.04,long,0.5279,0.8018,True,vehicle,77.58,76.92
MVI_40162,44,0,1066,1091,26,1.04,medium,0.304,0.3738,False,vehicle,47.53,47.26
MVI_40162,46,0,1011,1093,83,3.32,long,0.3163,0.678,False,background,729.03,727.17
MVI_40162,47,0,1016,1020,5,0.2,short,0.2313,0.3887,False,vehicle,37.67,37.67
MVI_40162,50,0,1171,1201,31,1.24,medium,0.253,0.3533,False,vehicle,58.43,58.03
MVI_40162,52,0,1113,1144,32,1.28,medium,0.2845,0.4194,False,vehicle,389.48,388.4
MVI_40162,53,0,1111,1211,101,4.04,long,0.4471,0.7006,True,background,789.64,788.48
MVI_40162,54,0,1126,1186,61,2.44,long,0.8147,1.0,True,vehicle,106.55,103.08
MVI_40162,55,0,1151,1211,61,2.44,long,0.6114,1.0,True,vehicle,86.71,85.87
MVI_40162,58,0,1191,1192,2,0.08,short,0.1062,0.1093,False,vehicle,0.53,0.53
MVI_40162,58,1,1197,1261,65,2.6,long,0.5951,1.0,True,vehicle,108.52,106.62
MVI_40162,60,0,1201,1311,111,4.44,long,0.462,0.7659,True,background,790.23,788.5
MVI_40162,62,0,1261,1321,61,2.44,long,0.6395,1.0,True,vehicle,138.98,137.45
MVI_40162,65,0,1281,1358,78,3.12,long,0.4449,0.7656,True,background,711.88,709.94
MVI_40162,65,1,1362,1369,8,0.32,short,0.1157,0.1471,False,background,15.41,14.93
MVI_40162,71,0,1386,1387,2,0.08,short,0.1099,0.1135,False,vehicle,1.57,1.57
MVI_40162,72,0,1498,1526,29,1.16,medium,0.1408,0.1899,False,vehicle,61.91,61.63
MVI_40162,73,0,1421,1535,115,4.6,long,0.4928,0.828,True,background,797.27,794.74
MVI_40162,75,0,1485,1582,98,3.92,long,0.1967,0.2886,False,vehicle,450.75,449.8
MVI_40162,76,0,1471,1586,116,4.64,long,0.3657,0.7652,True,background,751.96,750.78
MVI_40162,82,0,1561,1565,5,0.2,short,0.1437,0.1905,False,vehicle,2.41,2.41
MVI_40162,82,1,1572,1581,10,0.4,short,0.1097,0.1124,False,vehicle,12.32,12.14
MVI_40162,83,0,1586,1681,96,3.84,long,0.2097,0.3198,False,vehicle,628.79,627.81
MVI_40162,88,0,1651,1724,74,2.96,long,0.326,0.6619,False,background,691.83,690.02
MVI_40171,1,0,1,26,26,1.04,medium,0.3727,0.4757,False,background,663.49,663.31
MVI_40171,6,0,36,76,41,1.64,long,0.2443,0.3577,False,vehicle,380.51,380.38
MVI_40171,7,0,36,91,56,2.24,long,0.5251,0.6057,False,background,892.53,891.82
MVI_40171,8,0,123,134,12,0.48,short,0.1158,0.135,False,vehicle,16.02,15.96
MVI_40171,8,1,163,173,11,0.44,short,0.1058,0.1125,False,vehicle,31.69,31.57
MVI_40171,8,3,216,241,26,1.04,medium,0.1166,0.1257,False,vehicle,53.8,50.77
MVI_40171,8,4,261,285,25,1.0,medium,0.1453,0.1582,False,vehicle,16.24,7.29
MVI_40171,8,5,299,316,18,0.72,medium,0.1162,0.1283,False,vehicle,0.43,0.43
MVI_40171,8,6,497,508,12,0.48,short,0.1074,0.111,False,vehicle,3.67,3.67
MVI_40171,8,7,655,686,32,1.28,medium,0.1329,0.1509,False,vehicle,81.39,80.12
MVI_40171,8,8,690,717,28,1.12,medium,0.1386,0.1539,False,vehicle,112.56,110.73
MVI_40171,8,9,736,751,16,0.64,medium,0.1351,0.1491,False,vehicle,40.01,36.99
MVI_40171,9,1,158,167,10,0.4,short,0.7106,0.9998,True,background,223.23,223.21
MVI_40171,11,0,165,191,27,1.08,medium,0.2663,0.3506,False,vehicle,177.43,177.24
MVI_40171,12,0,161,221,61,2.44,long,0.4439,0.536,False,background,934.94,934.39
MVI_40171,14,0,226,256,31,1.24,medium,0.2783,0.3828,False,vehicle,154.65,154.23
MVI_40171,15,0,226,291,66,2.64,long,0.4684,0.6165,False,background,926.76,926.06
MVI_40171,16,0,261,321,61,2.44,long,0.4533,0.6027,False,background,868.51,868.28
MVI_40171,17,0,266,276,11,0.44,short,0.1674,0.1919,False,vehicle,36.32,36.1
MVI_40171,18,0,467,675,209,8.36,long,0.1529,0.2439,False,vehicle,34.69,18.55
MVI_40171,18,1,772,782,11,0.44,short,0.1115,0.1205,False,vehicle,0.0,0.0
MVI_40171,18,2,917,920,4,0.16,short,0.1072,0.1103,False,vehicle,1.32,1.32
MVI_40171,18,3,925,928,4,0.16,short,0.1023,0.1034,False,vehicle,1.69,1.59
MVI_40171,18,4,963,966,4,0.16,short,0.1024,0.103,False,vehicle,4.35,4.35
MVI_40171,19,0,351,411,61,2.44,long,0.3574,0.4317,False,background,888.7,888.26
MVI_40171,22,0,488,556,69,2.76,long,0.3857,0.4664,False,background,885.94,885.25
MVI_40171,23,0,528,589,62,2.48,long,0.2581,0.3606,False,background,867.91,867.22
MVI_40171,25,0,596,661,66,2.64,long,0.3638,0.531,False,background,934.21,933.14
MVI_40171,26,0,621,667,47,1.88,long,0.2711,1.0,True,background,690.39,689.83
MVI_40171,27,0,621,650,30,1.2,medium,0.3432,0.4754,False,vehicle,183.37,182.86
MVI_40171,28,0,651,671,21,0.84,medium,0.2374,0.3239,False,vehicle,119.34,119.16
MVI_40171,29,0,654,706,53,2.12,long,0.418,0.5479,False,background,906.39,905.37
MVI_40171,31,0,796,821,26,1.04,medium,0.2393,0.3486,False,vehicle,261.93,261.8
MVI_40171,34,0,881,946,66,2.64,long,0.2801,0.4528,False,background,916.84,916.5
MVI_40171,35,0,916,977,62,2.48,long,0.3952,0.507,False,vehicle,787.73,787.41
MVI_40171,36,0,916,981,66,2.64,long,0.3959,0.4958,False,background,941.74,940.66
MVI_40171,38,0,966,973,8,0.32,short,0.1751,0.2633,False,vehicle,2.29,1.84
MVI_40171,39,0,1017,1086,70,2.8,long,0.4025,0.5494,False,background,920.06,919.11
MVI_40171,40,0,1128,1150,23,0.92,medium,0.1814,0.2817,False,background,565.35,565.28
MVI_40171,41,0,703,801,99,3.96,long,0.8305,1.0,True,vehicle,7.87,5.77
MVI_40171,41,1,1080,1131,52,2.08,long,0.8743,1.0,True,vehicle,2.97,2.97
MVI_40171,42,0,1,1150,1150,46.0,long,0.9499,1.0,True,background,124.45,79.23
MVI_40171,43,0,1,1150,1150,46.0,long,0.9851,1.0,True,both,97.34,70.93
MVI_40171,44,0,1,1150,1150,46.0,long,0.9863,1.0,True,both,129.95,64.83
MVI_40172,16,0,244,423,180,7.2,long,0.9338,1.0,True,both,772.67,766.35
MVI_40172,35,0,1058,1096,39,1.56,long,0.3144,0.4226,False,background,853.71,853.5
MVI_40172,36,0,1105,1141,37,1.48,medium,0.3723,0.4952,False,background,841.77,841.32
MVI_40172,40,0,1286,1314,29,1.16,medium,0.4882,0.7352,True,vehicle,304.5,304.27
MVI_40172,41,0,1288,1326,39,1.56,long,0.3595,0.4631,False,background,881.5,881.27
MVI_40172,47,0,1409,1456,48,1.92,long,0.3696,0.4716,False,background,851.33,850.76
MVI_40172,50,0,1451,1501,51,2.04,long,0.4743,0.5556,False,background,938.21,937.96
MVI_40172,51,0,1455,1464,10,0.4,short,0.176,0.2331,False,vehicle,35.61,34.93
MVI_40172,56,0,1564,1591,28,1.12,medium,0.341,0.4369,False,vehicle,541.96,541.88
MVI_40172,57,0,1554,1590,37,1.48,medium,0.2185,0.2861,False,background,753.33,753.06
MVI_40172,60,0,1628,1671,44,1.76,long,0.5556,0.8536,True,vehicle,688.48,687.99
MVI_40172,61,0,1636,1648,13,0.52,medium,0.2876,0.3593,False,vehicle,211.29,210.79
MVI_40172,63,0,1626,1671,46,1.84,long,0.4171,0.4906,False,background,837.67,837.21
MVI_40172,65,0,1680,1708,29,1.16,medium,0.3078,0.47,False,vehicle,515.2,508.49
MVI_40172,67,0,1681,1711,31,1.24,medium,0.3207,0.5437,False,vehicle,776.81,776.14
MVI_40172,79,0,2114,2227,114,4.56,long,0.6115,0.8175,True,background,643.33,638.81
MVI_40172,95,0,2512,2551,40,1.6,long,0.3905,0.5061,False,background,864.11,863.71
MVI_40172,96,0,2586,2635,50,2.0,long,0.3814,0.4774,False,background,791.32,790.43
MVI_40172,99,0,34,83,50,2.0,long,0.9117,1.0,True,vehicle,2.39,1.31
MVI_40172,99,1,364,437,74,2.96,long,0.7627,1.0,True,vehicle,0.39,0.36
MVI_40172,99,2,2208,2247,40,1.6,long,0.7195,1.0,True,vehicle,4.34,4.34
MVI_40172,100,0,1,2635,2635,105.4,long,0.9481,1.0,True,background,229.04,52.12
MVI_40172,101,0,1,2635,2635,105.4,long,0.9434,1.0,True,background,231.44,59.73
MVI_40172,102,0,1,2635,2635,105.4,long,0.9133,1.0,True,background,238.03,58.76
MVI_40172,105,0,45,96,52,2.08,long,0.9531,1.0,True,vehicle,1.09,1.09
MVI_40172,105,1,378,422,45,1.8,long,0.9671,1.0,True,vehicle,0.55,0.53
MVI_40172,105,2,426,446,21,0.84,medium,0.7854,1.0,True,vehicle,0.25,0.24
MVI_40172,105,3,2228,2266,39,1.56,long,0.7933,1.0,True,vehicle,0.29,0.29
MVI_40181,3,0,1,8,8,0.32,short,0.1425,0.1668,False,vehicle,0.0,0.0
MVI_40181,3,1,57,72,16,0.64,medium,0.1612,0.1981,False,vehicle,0.0,0.0
MVI_40181,3,2,167,173,7,0.28,short,0.1211,0.1323,False,vehicle,1.37,0.21
MVI_40181,3,3,182,197,16,0.64,medium,0.2002,0.2569,False,vehicle,4.46,1.22
MVI_40181,3,4,207,223,17,0.68,medium,0.205,0.2677,False,vehicle,10.14,7.49
MVI_40181,3,5,301,326,26,1.04,medium,0.2653,0.4399,False,vehicle,49.29,48.22
MVI_40181,8,0,155,172,18,0.72,medium,0.1534,0.1852,False,vehicle,24.54,11.91
MVI_40181,8,1,184,200,17,0.68,medium,0.1569,0.1786,False,vehicle,12.69,8.66
MVI_40181,8,2,261,285,25,1.0,medium,0.1542,0.182,False,vehicle,52.23,52.11
MVI_40181,8,3,321,342,22,0.88,medium,0.1417,0.1739,False,vehicle,56.46,56.14
MVI_40181,8,4,465,519,55,2.2,long,0.4673,0.7752,True,vehicle,0.0,0.0
MVI_40181,8,5,581,604,24,0.96,medium,0.1877,0.234,False,vehicle,0.0,0.0
MVI_40181,8,6,680,694,15,0.6,medium,0.1313,0.1486,False,vehicle,15.87,15.34
MVI_40181,8,7,725,756,32,1.28,medium,0.1935,0.267,False,vehicle,51.89,50.5
MVI_40181,11,0,71,142,72,2.88,long,0.4869,0.6933,False,background,902.16,901.14
MVI_40181,12,0,129,134,6,0.24,short,0.1201,0.1478,False,background,101.43,101.39
MVI_40181,14,0,202,221,20,0.8,medium,0.1727,0.2658,False,vehicle,108.72,108.17
MVI_40181,15,0,161,205,45,1.8,long,0.3018,0.4646,False,background,733.8,733.55
MVI_40181,18,0,191,215,25,1.0,medium,0.2495,0.3537,False,background,472.88,472.67
MVI_40181,27,0,416,463,48,1.92,long,0.247,0.4875,False,background,894.22,893.11
MVI_40181,29,0,519,530,12,0.48,short,0.1456,0.1709,False,vehicle,31.25,30.81
MVI_40181,31,0,481,531,51,2.04,long,0.47,0.5597,False,background,888.68,887.77
MVI_40181,35,0,591,648,58,2.32,long,0.3164,0.4469,False,background,922.72,922.01
MVI_40181,38,0,695,706,12,0.48,short,0.1089,0.1346,False,background,62.29,62.07
MVI_40181,40,0,676,743,68,2.72,long,0.4359,0.5681,False,background,909.14,907.83
MVI_40181,41,0,676,736,61,2.44,long,0.2451,0.4131,False,vehicle,812.83,812.01
MVI_40181,45,0,726,773,48,1.92,long,0.2605,0.4672,False,background,777.6,777.0
MVI_40181,56,0,1073,1101,29,1.16,medium,0.3693,0.5303,False,vehicle,124.16,123.33
MVI_40181,57,0,1048,1070,23,0.92,medium,0.166,0.2279,False,vehicle,102.89,101.48
MVI_40181,57,1,1201,1223,23,0.92,medium,0.1449,0.1798,False,vehicle,2.66,1.92
MVI_40181,57,2,1233,1264,32,1.28,medium,0.1818,0.2248,False,vehicle,0.0,0.0
MVI_40181,57,3,1291,1308,18,0.72,medium,0.1476,0.1602,False,vehicle,3.74,3.74
MVI_40181,57,4,1319,1340,22,0.88,medium,0.1892,0.2437,False,vehicle,0.0,0.0
MVI_40181,57,5,1443,1458,16,0.64,medium,0.1561,0.1794,False,vehicle,0.0,0.0
MVI_40181,57,6,1472,1495,24,0.96,medium,0.1788,0.2275,False,vehicle,4.22,4.22
MVI_40181,57,7,1554,1577,24,0.96,medium,0.1228,0.1407,False,vehicle,37.9,37.5
MVI_40181,57,8,1601,1611,11,0.44,short,0.1345,0.153,False,vehicle,6.76,6.49
MVI_40181,58,0,1041,1101,61,2.44,long,0.4768,0.5984,False,background,887.11,885.98
MVI_40181,60,0,1051,1055,5,0.2,short,0.2286,0.3351,False,vehicle,83.35,83.35
MVI_40181,62,0,1086,1146,61,2.44,long,0.4779,0.546,False,background,894.01,892.87
MVI_40181,65,0,1155,1174,20,0.8,medium,0.2997,0.4484,False,vehicle,313.79,313.62
MVI_40181,66,0,1151,1207,57,2.28,long,0.4733,0.6494,False,background,934.88,933.31
MVI_40181,67,0,1186,1207,22,0.88,medium,0.1987,0.2735,False,vehicle,89.51,89.35
MVI_40181,67,1,1271,1279,9,0.36,short,0.1213,0.1437,False,vehicle,9.17,9.1
MVI_40181,67,2,1293,1315,23,0.92,medium,0.1594,0.1961,False,vehicle,3.39,2.06
MVI_40181,67,3,1419,1428,10,0.4,short,0.1357,0.152,False,vehicle,0.0,0.0
MVI_40181,67,4,1448,1469,22,0.88,medium,0.1425,0.1768,False,vehicle,0.0,0.0
MVI_40181,67,5,1521,1532,12,0.48,short,0.1287,0.1463,False,vehicle,8.4,8.36
MVI_40181,67,6,1559,1590,32,1.28,medium,0.1623,0.1976,False,vehicle,77.45,77.28
MVI_40181,67,7,1629,1656,28,1.12,medium,0.1533,0.1839,False,vehicle,46.82,46.75
MVI_40181,67,8,1693,1700,8,0.32,short,0.1913,0.2558,False,vehicle,4.88,4.46
MVI_40181,68,0,1176,1223,48,1.92,long,0.6483,1.0,True,vehicle,880.44,875.68
MVI_40181,71,0,1329,1336,8,0.32,short,0.276,0.3321,False,vehicle,15.28,15.13
MVI_40181,72,0,1287,1303,17,0.68,medium,0.2805,0.3456,False,vehicle,249.47,249.47
MVI_40181,74,0,1281,1339,59,2.36,long,0.4772,0.597,False,background,900.39,899.46
MVI_40181,75,0,1331,1386,56,2.24,long,0.5327,0.6581,False,background,912.78,912.3
MVI_40181,76,0,1398,1410,13,0.52,medium,0.1218,0.1356,False,background,232.7,232.68
MVI_40181,82,0,1601,1626,26,1.04,medium,0.4389,0.6317,False,vehicle,122.25,121.73
MVI_40181,83,0,1571,1623,53,2.12,long,0.3948,0.5294,False,background,868.44,867.48
MVI_40181,84,0,1671,1676,6,0.24,short,0.2216,0.3147,False,vehicle,13.67,13.67
MVI_40181,85,0,1621,1681,61,2.44,long,0.4349,0.5675,False,background,925.25,924.28
MVI_40191,7,0,1,11,11,0.44,short,0.2415,0.2959,False,vehicle,12.69,12.59
MVI_40191,22,0,186,187,2,0.08,short,0.1126,0.1166,False,vehicle,1.19,1.19
MVI_40191,22,1,194,211,18,0.72,medium,0.1781,0.2505,False,vehicle,11.12,10.66
MVI_40191,26,0,91,112,22,0.88,medium,0.14,0.1882,False,vehicle,36.09,35.79
MVI_40191,35,0,171,202,32,1.28,medium,0.1604,0.2091,False,vehicle,36.27,35.49
MVI_40191,38,0,196,197,2,0.08,short,0.1031,0.1059,False,vehicle,1.72,1.72
MVI_40191,38,1,205,286,82,3.28,long,0.2042,0.3385,False,vehicle,378.3,375.07
MVI_40191,41,0,226,230,5,0.2,short,0.1117,0.1217,False,vehicle,3.33,3.33
MVI_40191,62,0,386,435,50,2.0,long,0.2386,0.3821,False,vehicle,65.16,64.87
MVI_40191,68,0,436,453,18,0.72,medium,0.1511,0.248,False,vehicle,14.64,14.13
MVI_40191,70,0,538,541,4,0.16,short,0.2064,0.3134,False,vehicle,31.49,31.49
MVI_40191,73,0,476,501,26,1.04,medium,0.2078,0.2835,False,vehicle,47.53,47.16
MVI_40191,81,0,690,696,7,0.28,short,0.2888,0.5268,False,vehicle,56.43,55.41
MVI_40191,85,0,569,574,6,0.24,short,0.1065,0.1133,False,vehicle,3.53,3.53
MVI_40191,85,1,578,589,12,0.48,short,0.1322,0.1676,False,vehicle,11.22,11.11
MVI_40191,85,2,647,673,27,1.08,medium,0.3336,0.4165,False,vehicle,58.72,58.67
MVI_40191,86,0,571,592,22,0.88,medium,0.1852,0.2827,False,vehicle,14.04,13.33
MVI_40191,91,0,627,667,41,1.64,long,0.2272,0.3484,False,vehicle,89.17,88.57
MVI_40191,93,0,611,650,40,1.6,long,0.2899,0.4979,False,vehicle,48.84,48.68
MVI_40191,95,0,626,636,11,0.44,short,0.1087,0.1187,False,vehicle,10.08,9.84
MVI_40191,97,0,736,738,3,0.12,short,0.1096,0.116,False,vehicle,2.78,2.78
MVI_40191,97,1,747,766,20,0.8,medium,0.187,0.3028,False,vehicle,16.04,15.89
MVI_40191,112,0,877,887,11,0.44,short,0.2837,0.2914,False,vehicle,71.53,71.52
MVI_40191,116,0,776,777,2,0.08,short,0.1338,0.1458,False,vehicle,0.63,0.63
MVI_40191,120,0,836,886,51,2.04,long,0.3034,0.3757,False,vehicle,69.56,68.16
MVI_40191,121,0,841,900,60,2.4,long,0.183,0.3214,False,vehicle,114.36,113.21
MVI_40191,123,0,846,912,67,2.68,long,0.2278,0.3987,False,vehicle,114.59,113.61
MVI_40191,129,0,891,899,9,0.36,short,0.1372,0.1502,False,vehicle,8.07,8.02
MVI_40191,136,0,946,949,4,0.16,short,0.1268,0.1447,False,vehicle,2.26,2.26
MVI_40191,136,1,953,959,7,0.28,short,0.1205,0.141,False,vehicle,5.93,5.88
MVI_40191,171,0,1335,1342,8,0.32,short,0.1065,0.1125,False,vehicle,18.08,18.08
MVI_40191,171,1,1348,1354,7,0.28,short,0.1066,0.1134,False,vehicle,11.91,11.9
MVI_40191,180,0,1481,1483,3,0.12,short,0.1053,0.1087,False,vehicle,1.63,1.63
MVI_40191,201,0,1531,1586,56,2.24,long,0.2206,0.282,False,vehicle,132.23,131.87
MVI_40191,204,0,1706,1707,2,0.08,short,0.1072,0.1103,False,vehicle,0.92,0.92
MVI_40191,204,1,1713,1719,7,0.28,short,0.1486,0.1903,False,vehicle,4.88,4.55
MVI_40191,214,0,1761,1762,2,0.08,short,0.1024,0.1034,False,vehicle,0.43,0.43
MVI_40191,214,1,1767,1775,9,0.36,short,0.1298,0.1577,False,vehicle,5.01,4.46
MVI_40191,220,0,1797,1799,3,0.12,short,0.1058,0.1101,False,vehicle,1.36,1.36
MVI_40191,222,0,1798,1836,39,1.56,long,0.2096,0.2958,False,vehicle,41.32,39.6
MVI_40191,223,0,1817,1851,35,1.4,medium,0.1848,0.2931,False,vehicle,25.03,24.12
MVI_40191,231,0,1850,1876,27,1.08,medium,0.2589,0.379,False,vehicle,36.36,35.82
MVI_40191,232,0,1854,1936,83,3.32,long,0.355,0.5406,False,vehicle,98.77,97.85
MVI_40191,237,0,1959,1961,3,0.12,short,0.1176,0.1283,False,vehicle,1.09,1.09
MVI_40191,240,0,1817,1844,28,1.12,medium,0.1336,0.1627,False,vehicle,45.71,44.72
MVI_40191,240,1,1850,1863,14,0.56,medium,0.1405,0.1614,False,vehicle,34.8,34.7
MVI_40191,241,0,1831,1891,61,2.44,long,0.421,0.637,False,vehicle,188.74,187.7
MVI_40191,242,0,1911,1971,61,2.44,long,0.2027,0.3073,False,vehicle,64.98,64.23
MVI_40191,260,0,2006,2007,2,0.08,short,0.1012,0.1016,False,vehicle,2.48,2.48
MVI_40191,260,2,2034,2039,6,0.24,short,0.1036,0.1072,False,vehicle,7.96,7.94
MVI_40191,260,3,2043,2046,4,0.16,short,0.1089,0.1143,False,vehicle,4.62,4.62
MVI_40191,261,0,1971,2009,39,1.56,long,0.2135,0.3041,False,vehicle,43.14,42.6
MVI_40191,263,0,2089,2151,63,2.52,long,0.2161,0.311,False,vehicle,68.58,67.77
MVI_40191,272,0,2051,2085,35,1.4,medium,0.3599,0.4864,False,vehicle,54.19,53.4
MVI_40191,273,0,2066,2124,59,2.36,long,0.3007,0.4915,False,vehicle,111.58,110.95
MVI_40191,275,0,2109,2138,30,1.2,medium,0.1623,0.2177,False,vehicle,42.56,41.47
MVI_40191,279,0,2131,2134,4,0.16,short,0.1126,0.1224,False,vehicle,9.5,9.5
MVI_40191,279,1,2139,2189,51,2.04,long,0.1205,0.1521,False,vehicle,85.68,85.3
MVI_40191,279,2,2197,2201,5,0.2,short,0.1213,0.1408,False,vehicle,5.43,5.43
MVI_40191,282,0,2101,2111,11,0.44,short,0.1882,0.2248,False,vehicle,9.23,9.21
MVI_40191,292,0,2302,2331,30,1.2,medium,0.2074,0.3477,False,vehicle,30.24,29.39
MVI_40191,299,0,2251,2254,4,0.16,short,0.1552,0.1979,False,vehicle,8.52,8.52
MVI_40191,302,0,2266,2267,2,0.08,short,0.108,0.1121,False,vehicle,1.05,1.05
MVI_40191,302,1,2274,2278,5,0.2,short,0.1185,0.1327,False,vehicle,6.99,6.99
MVI_40191,304,0,2395,2416,22,0.88,medium,0.1372,0.1729,False,vehicle,17.08,16.7
MVI_40191,318,0,2484,2490,7,0.28,short,0.1422,0.1768,False,vehicle,5.22,4.77
MVI_40191,326,0,2411,2479,69,2.76,long,0.141,0.183,False,vehicle,214.47,211.99
