video,track_id,seg_id,start_frame,end_frame,length_frames,duration_s,bucket,mean_occlusion_ratio,path_len_px,net_disp_px
MVI_63521,63,0,1390,1414,25,1.0,medium,0.9904,25.72,7.63
MVI_63521,77,0,1758,1768,11,0.44,short,0.974,6.16,5.62
MVI_63544,2,0,3,13,11,0.44,short,0.9564,183.89,183.29
MVI_63544,3,0,1,13,13,0.52,medium,0.9711,75.92,75.17
MVI_63544,4,0,2,8,7,0.28,short,0.9776,34.37,34.34
MVI_63544,5,0,50,50,1,0.04,short,0.9089,0.0,0.0
MVI_63544,5,1,61,61,1,0.04,short,0.9027,0.0,0.0
MVI_63544,6,0,11,25,15,0.6,medium,0.9926,61.72,61.4
MVI_63544,6,1,50,54,5,0.2,short,0.9781,35.89,35.88
MVI_63544,6,2,66,66,1,0.04,short,0.9096,0.0,0.0
MVI_63544,7,0,34,49,16,0.64,medium,0.9908,39.47,38.92
MVI_63544,7,1,109,115,7,0.28,short,0.9741,40.69,40.56
MVI_63544,8,0,165,172,8,0.32,short,0.9697,48.86,48.85
MVI_63544,9,0,140,156,17,0.68,medium,0.992,180.85,180.69
MVI_63544,10,0,203,211,9,0.36,short,0.9748,48.27,48.12
MVI_63544,11,0,200,200,1,0.04,short,0.9041,0.0,0.0
MVI_63544,11,1,205,239,35,1.4,medium,0.9572,415.83,414.99
MVI_63544,12,0,295,301,7,0.28,short,0.975,38.67,38.67
MVI_63552,36,0,303,306,4,0.16,short,0.9345,23.85,23.85
MVI_63552,42,0,391,391,1,0.04,short,0.9186,0.0,0.0
MVI_63552,48,0,468,479,12,0.48,short,0.933,178.58,178.33
MVI_63552,52,0,495,505,11,0.44,short,0.9398,181.93,181.74
MVI_63552,65,0,556,556,1,0.04,short,0.9913,0.0,0.0
MVI_63552,66,0,584,586,3,0.12,short,0.8951,34.51,34.51
MVI_63552,75,0,626,626,1,0.04,short,0.9584,0.0,0.0
MVI_63552,92,0,731,734,4,0.16,short,0.9453,27.04,27.04
MVI_63552,93,0,751,754,4,0.16,short,0.9452,21.95,21.95
MVI_63552,119,0,939,942,4,0.16,short,0.9217,59.67,59.67
MVI_63552,119,1,981,981,1,0.04,short,0.9074,0.0,0.0
MVI_63552,123,0,956,958,3,0.12,short,0.9835,25.65,25.65
MVI_63552,131,0,1016,1016,1,0.04,short,0.944,0.0,0.0
MVI_63552,132,0,1066,1069,4,0.16,short,0.9204,24.8,24.8
MVI_63552,135,0,1041,1042,2,0.08,short,0.9609,7.66,7.66
MVI_63552,138,0,1070,1086,17,0.68,medium,0.9661,273.72,273.26
MVI_63552,140,0,1076,1076,1,0.04,short,0.9903,0.0,0.0
MVI_63552,149,0,1141,1144,4,0.16,short,0.9437,38.47,38.05
MVI_63552,152,0,145,149,5,0.2,short,0.9588,41.66,41.66
MVI_63553,16,0,65,94,30,1.2,medium,0.9823,430.62,422.87
MVI_63553,18,0,135,136,2,0.08,short,0.9296,3.86,3.86
MVI_63553,25,0,121,128,8,0.32,short,0.9508,64.06,62.94
MVI_63553,28,0,147,154,8,0.32,short,0.903,142.42,142.41
MVI_63553,33,0,156,164,9,0.36,short,0.9581,33.36,33.35
MVI_63553,38,0,222,223,2,0.08,short,0.9144,16.34,16.34
MVI_63553,44,0,241,243,3,0.12,short,0.9287,13.63,13.63
MVI_63553,48,0,306,306,1,0.04,short,0.9058,0.0,0.0
MVI_63553,51,0,321,323,3,0.12,short,0.9141,20.29,20.29
MVI_63553,51,1,330,353,24,0.96,medium,0.9385,166.82,166.48
MVI_63553,52,0,296,297,2,0.08,short,0.9919,17.35,17.35
MVI_63553,63,0,381,381,1,0.04,short,0.9308,0.0,0.0
MVI_63553,64,0,421,437,17,0.68,medium,0.9565,135.08,134.77
MVI_63553,67,0,426,439,14,0.56,medium,0.9354,214.76,214.6
MVI_63553,75,0,497,497,1,0.04,short,0.9022,0.0,0.0
MVI_63553,76,0,518,523,6,0.24,short,0.9377,99.49,99.45
MVI_63553,84,0,565,579,15,0.6,medium,0.9819,239.56,238.68
MVI_63553,84,1,590,593,4,0.16,short,0.9259,30.61,30.61
MVI_63553,84,2,610,614,5,0.2,short,0.9463,26.65,26.48
MVI_63553,95,0,663,663,1,0.04,short,0.9181,0.0,0.0
MVI_63553,96,0,668,671,4,0.16,short,0.9232,74.82,74.82
MVI_63553,96,1,683,692,10,0.4,short,0.9112,125.41,125.41
MVI_63553,96,2,702,705,4,0.16,short,0.9003,19.83,19.83
MVI_63553,107,0,721,723,3,0.12,short,0.955,18.27,18.27
MVI_63553,113,0,784,788,5,0.2,short,0.9235,90.69,90.68
MVI_63553,113,1,795,795,1,0.04,short,0.9033,0.0,0.0
MVI_63553,113,2,811,814,4,0.16,short,0.9198,27.42,27.42
MVI_63553,113,3,830,830,1,0.04,short,0.9255,0.0,0.0
MVI_63553,124,0,885,891,7,0.28,short,0.9571,114.54,114.53
MVI_63553,124,1,904,911,8,0.32,short,0.9712,81.6,81.6
MVI_63553,129,0,940,953,14,0.56,medium,0.9589,202.24,201.64
MVI_63553,129,1,959,961,3,0.12,short,0.9343,25.19,25.19
MVI_63553,134,0,1011,1011,1,0.04,short,0.9155,0.0,0.0
MVI_63553,145,0,1069,1095,27,1.08,medium,0.9394,412.72,412.46
MVI_63553,182,0,1385,1389,5,0.2,short,0.9236,31.48,31.36
MVI_63553,185,0,1380,1380,1,0.04,short,0.9196,0.0,0.0
MVI_63553,185,1,1388,1389,2,0.08,short,0.9193,17.67,17.67
MVI_63554,4,0,1,3,3,0.12,short,0.8952,20.91,20.91
MVI_63554,4,1,9,14,6,0.24,short,0.9238,42.66,42.64
MVI_63554,8,0,11,12,2,0.08,short,0.9679,15.18,15.18
MVI_63554,9,0,24,58,35,1.4,medium,0.9767,476.6,475.7
MVI_63554,20,0,127,127,1,0.04,short,0.9046,0.0,0.0
MVI_63554,25,0,167,185,19,0.76,medium,0.9624,293.71,293.71
MVI_63554,32,0,220,276,57,2.28,long,0.9587,601.43,601.09
MVI_63554,36,0,255,303,49,1.96,long,0.9772,566.65,564.75
MVI_63554,42,0,291,291,1,0.04,short,0.9779,0.0,0.0
MVI_63554,43,0,312,366,55,2.2,long,0.9702,598.1,597.43
MVI_63554,56,0,419,448,30,1.2,medium,0.9802,474.96,474.85
MVI_63554,56,1,453,461,9,0.36,short,0.962,56.82,56.78
MVI_63554,61,0,406,406,1,0.04,short,1.0,0.0,0.0
MVI_63554,61,1,410,415,6,0.24,short,0.9133,111.94,111.94
MVI_63554,64,0,460,496,37,1.48,medium,0.9819,583.21,581.96
MVI_63554,68,0,496,546,51,2.04,long,0.9824,587.25,585.37
MVI_63554,77,0,558,577,20,0.8,medium,0.937,327.72,327.6
MVI_63554,79,0,584,592,9,0.36,short,0.9707,105.79,105.76
MVI_63554,82,0,580,626,47,1.88,long,0.9734,601.2,600.27
MVI_63554,83,0,576,580,5,0.2,short,0.9567,31.98,31.98
MVI_63554,86,0,629,671,43,1.72,long,0.9722,584.9,583.88
MVI_63554,88,0,626,628,3,0.12,short,0.9807,26.59,26.59
MVI_63554,92,0,662,675,14,0.56,medium,0.9657,272.0,271.75
MVI_63554,92,1,679,686,8,0.32,short,0.904,95.95,95.73
MVI_63554,96,0,676,679,4,0.16,short,0.9712,24.47,24.47
MVI_63554,101,0,725,766,42,1.68,long,0.976,588.1,586.66
MVI_63554,108,0,778,816,39,1.56,long,0.9571,582.92,582.48
MVI_63554,115,0,854,856,3,0.12,short,0.8964,36.12,36.12
MVI_63554,115,1,861,869,9,0.36,short,0.911,102.84,102.83
MVI_63554,116,0,833,834,2,0.08,short,0.9086,8.27,8.27
MVI_63554,120,0,866,869,4,0.16,short,0.9703,25.36,25.36
MVI_63554,124,0,894,917,24,0.96,medium,0.9413,406.26,405.94
MVI_63554,124,1,923,941,19,0.76,medium,0.9261,149.41,149.22
MVI_63554,129,0,917,918,2,0.08,short,0.9192,9.32,9.32
MVI_63554,137,0,996,998,3,0.12,short,0.9635,30.48,30.48
MVI_63554,147,0,1119,1146,28,1.12,medium,0.9686,436.19,435.81
MVI_63554,151,0,1121,1121,1,0.04,short,0.9166,0.0,0.0
MVI_63554,153,0,1146,1147,2,0.08,short,0.9357,9.56,9.56
MVI_63554,155,0,1188,1206,19,0.76,medium,0.9586,172.04,172.0
MVI_63554,165,0,1230,1249,20,0.8,medium,0.9748,317.18,317.03
MVI_63554,165,1,1255,1276,22,0.88,medium,0.9671,190.84,190.68
MVI_63554,171,0,1283,1315,33,1.32,medium,0.9569,488.51,487.17
MVI_63554,174,0,1291,1292,2,0.08,short,0.9459,12.99,12.99
MVI_63554,177,0,1354,1366,13,0.52,medium,0.9652,105.67,105.6
MVI_63554,182,0,1387,1424,38,1.52,long,0.9697,551.01,550.7
MVI_63561,17,0,81,87,7,0.28,short,0.9644,51.92,51.9
MVI_63561,17,1,95,107,13,0.52,medium,0.9375,145.68,145.43
MVI_63561,17,2,112,115,4,0.16,short,0.9414,60.64,60.64
MVI_63561,23,0,121,151,31,1.24,medium,0.98,371.43,371.22
MVI_63561,27,0,151,154,4,0.16,short,0.9834,71.25,71.25
MVI_63561,29,0,165,181,17,0.68,medium,0.9554,236.03,235.98
MVI_63561,32,0,167,167,1,0.04,short,0.9157,0.0,0.0
MVI_63561,37,0,201,222,22,0.88,medium,0.9899,317.35,316.83
MVI_63561,49,0,281,300,20,0.8,medium,0.9882,295.44,295.03
MVI_63561,52,0,301,332,32,1.28,medium,0.9856,422.81,422.52
MVI_63561,56,0,306,306,1,0.04,short,0.9284,0.0,0.0
MVI_63561,64,0,351,383,33,1.32,medium,0.9779,443.24,442.3
MVI_63561,75,0,451,486,36,1.44,medium,0.9777,438.33,437.66
MVI_63561,80,0,481,483,3,0.12,short,0.9752,12.6,12.6
MVI_63561,80,1,494,503,10,0.4,short,0.9202,86.39,86.19
MVI_63561,80,2,511,525,15,0.6,medium,0.9409,222.72,222.46
MVI_63561,86,0,544,566,23,0.92,medium,0.9221,219.47,218.96
MVI_63561,86,1,570,578,9,0.36,short,0.9151,130.45,130.44
MVI_63561,92,0,616,616,1,0.04,short,0.9105,0.0,0.0
MVI_63561,99,0,590,644,55,2.2,long,0.9772,552.88,551.25
MVI_63561,102,0,699,701,3,0.12,short,0.9698,35.19,35.19
MVI_63561,109,0,681,696,16,0.64,medium,0.9364,66.33,66.24
MVI_63561,109,1,749,749,1,0.04,short,0.9021,0.0,0.0
MVI_63561,116,0,791,791,1,0.04,short,0.9074,0.0,0.0
MVI_63561,116,1,804,822,19,0.76,medium,0.9392,268.59,268.56
MVI_63561,125,0,816,863,48,1.92,long,0.9619,397.43,396.75
MVI_63561,125,1,872,874,3,0.12,short,0.9516,38.65,38.65
MVI_63561,141,0,935,955,21,0.84,medium,0.9466,122.33,121.96
MVI_63561,141,1,961,969,9,0.36,short,0.9262,73.99,73.58
MVI_63561,141,2,974,993,20,0.8,medium,0.9497,302.38,302.35
MVI_63561,152,0,1044,1058,15,0.6,medium,0.9538,227.23,226.9
MVI_63561,154,0,1068,1078,11,0.44,short,0.9215,164.68,164.65
MVI_63561,158,0,1051,1063,13,0.52,medium,0.9367,77.28,77.21
MVI_63561,158,1,1068,1100,33,1.32,medium,0.933,423.91,423.65
MVI_63561,162,0,1081,1087,7,0.28,short,0.9202,38.76,38.73
MVI_63561,162,1,1099,1099,1,0.04,short,0.9175,0.0,0.0
MVI_63561,162,2,1114,1127,14,0.56,medium,0.9427,209.52,209.43
MVI_63561,169,0,1174,1187,14,0.56,medium,0.9278,165.47,165.31
MVI_63561,175,0,1181,1193,13,0.52,medium,0.9702,69.18,69.05
MVI_63561,175,1,1236,1238,3,0.12,short,0.9243,47.04,47.04
MVI_63561,177,0,1218,1235,18,0.72,medium,0.983,298.09,294.92
MVI_63561,187,0,1261,1265,5,0.2,short,0.9143,24.21,24.21
MVI_63561,187,1,1276,1276,1,0.04,short,0.9037,0.0,0.0
MVI_63562,3,0,6,7,2,0.08,short,0.9272,11.47,11.47
MVI_63562,3,1,16,17,2,0.08,short,0.9188,13.24,13.24
MVI_63562,3,2,22,30,9,0.36,short,0.9672,145.23,145.19
MVI_63562,10,0,35,63,29,1.16,medium,0.9662,379.02,378.75
MVI_63562,12,0,40,56,17,0.68,medium,0.9217,132.2,131.79
MVI_63562,17,0,111,111,1,0.04,short,0.9008,0.0,0.0
MVI_63562,17,1,119,126,8,0.32,short,0.9675,132.39,132.39
MVI_63562,38,0,304,310,7,0.28,short,0.937,110.88,110.86
MVI_63562,45,0,305,325,21,0.84,medium,0.9499,185.19,184.83
MVI_63562,45,1,329,339,11,0.44,short,0.9198,146.98,146.91
MVI_63562,49,0,344,352,9,0.36,short,0.9327,78.71,78.33
MVI_63562,60,0,441,468,28,1.12,medium,0.96,424.32,423.89
MVI_63562,78,0,632,637,6,0.24,short,0.9121,40.75,40.73
MVI_63562,78,1,659,664,6,0.24,short,0.9133,92.54,92.45
MVI_63562,82,0,721,721,1,0.04,short,1.0,0.0,0.0
MVI_63562,90,0,758,761,4,0.16,short,0.9028,51.96,51.96
MVI_63562,117,0,1001,1007,7,0.28,short,0.983,46.11,46.04
MVI_63562,117,1,1017,1017,1,0.04,short,0.9029,0.0,0.0
MVI_63562,117,2,1028,1035,8,0.32,short,0.9381,167.36,167.24
MVI_63562,120,0,1046,1048,3,0.12,short,0.9202,23.08,23.08
MVI_63562,120,1,1061,1071,11,0.44,short,0.912,164.02,164.02
MVI_63562,128,0,1116,1116,1,0.04,short,0.9389,0.0,0.0
MVI_63562,128,1,1138,1142,5,0.2,short,0.9116,86.25,86.25
MVI_63563,3,0,1,4,4,0.16,short,0.9035,59.92,59.92
MVI_63563,12,0,86,101,16,0.64,medium,0.9174,240.32,240.29
MVI_63563,14,0,141,147,7,0.28,short,0.9127,111.18,111.15
MVI_63563,23,0,159,176,18,0.72,medium,0.9249,181.77,181.7
MVI_63563,23,1,189,190,2,0.08,short,0.9071,19.94,19.94
MVI_63563,43,0,307,317,11,0.44,short,0.9343,171.8,171.78
MVI_63563,51,0,364,364,1,0.04,short,0.9093,0.0,0.0
MVI_63563,64,0,424,428,5,0.2,short,0.9093,24.14,23.97
MVI_63563,64,1,435,436,2,0.08,short,0.9164,5.65,5.65
MVI_63563,64,2,463,476,14,0.56,medium,0.9238,199.7,199.58
MVI_63563,70,0,524,526,3,0.12,short,0.9025,36.61,36.61
MVI_63563,88,0,659,664,6,0.24,short,0.9232,97.27,97.27
MVI_63563,98,0,720,721,2,0.08,short,0.9226,10.33,10.33
MVI_63563,98,1,725,745,21,0.84,medium,0.9582,323.2,323.13
MVI_63563,103,0,792,792,1,0.04,short,0.9018,0.0,0.0
MVI_63563,103,1,804,824,21,0.84,medium,0.954,320.86,320.68
MVI_63563,109,0,966,966,1,0.04,short,1.0,0.0,0.0
MVI_63563,116,0,935,948,14,0.56,medium,0.961,234.36,234.34
MVI_63563,134,0,1097,1113,17,0.68,medium,0.9489,242.48,242.15
MVI_63563,149,0,1189,1193,5,0.2,short,0.9271,26.63,26.62
MVI_63563,150,0,1198,1212,15,0.6,medium,0.9524,231.41,231.31
MVI_63563,158,0,1269,1282,14,0.56,medium,0.9767,200.4,200.35
MVI_63563,160,0,1270,1273,4,0.16,short,0.9606,19.68,19.66
MVI_63563,165,0,1311,1350,40,1.6,long,0.9788,456.78,456.2
