video,track_id,event_id,start_frame,end_frame,length_frames,has_full,gt_before,gt_after,eligible,exclusion_reason
MVI_39821,12,0,316,324,9,False,False,True,False,gt_missing_before
MVI_39821,13,0,358,409,52,False,True,True,True,
MVI_39821,13,1,465,501,37,False,True,False,False,gt_missing_after
MVI_39821,14,0,419,439,21,False,True,True,True,
MVI_39821,14,1,522,526,5,False,True,False,False,gt_missing_after
MVI_39821,15,0,461,487,27,True,False,True,False,gt_missing_before
MVI_39821,16,0,494,520,27,False,True,True,True,
MVI_39821,16,1,598,606,9,False,True,False,False,gt_missing_after
MVI_39821,17,0,481,611,131,True,False,False,False,gt_missing_before
MVI_39821,18,0,496,511,16,True,False,True,False,gt_missing_before
MVI_39821,19,0,547,564,18,False,True,True,True,
MVI_39821,19,1,639,646,8,False,True,False,False,gt_missing_after
MVI_39821,20,0,536,565,30,False,False,True,False,gt_missing_before
MVI_39821,20,1,661,666,6,False,True,False,False,gt_missing_after
MVI_39821,21,0,619,642,24,False,True,True,True,
MVI_39821,21,1,719,726,8,False,True,False,False,gt_missing_after
MVI_39821,22,0,616,713,98,True,False,True,False,gt_missing_before
MVI_39821,23,0,621,721,101,True,False,False,False,gt_missing_before
MVI_39821,24,0,681,698,18,False,False,True,False,gt_missing_before
MVI_39821,24,1,702,722,21,False,True,True,True,
MVI_39821,24,2,759,784,26,False,True,True,True,
MVI_39821,25,0,732,758,27,False,True,True,True,
MVI_39821,25,1,851,861,11,False,True,False,False,gt_missing_after
MVI_39821,26,0,701,719,19,True,False,True,False,gt_missing_before
MVI_39821,26,1,729,734,6,False,True,True,True,
MVI_39821,26,2,745,757,13,False,True,True,True,
MVI_39821,27,0,736,775,40,True,False,True,False,gt_missing_before
MVI_39821,28,0,787,810,24,False,True,True,True,
MVI_39821,29,0,766,814,49,False,False,True,False,gt_missing_before
MVI_39821,30,0,776,818,43,True,False,True,False,gt_missing_before
MVI_39821,31,0,800,823,24,False,True,True,True,
MVI_39821,32,0,826,833,8,False,False,True,False,gt_missing_before
MVI_39821,33,0,866,880,15,True,False,False,False,gt_missing_before
MVI_39821,34,0,876,880,5,False,False,False,False,gt_missing_before
MVI_39851,13,0,521,531,11,False,False,True,False,gt_missing_before
MVI_39851,18,0,671,781,111,False,False,True,False,gt_missing_before
MVI_39851,20,0,1121,1126,6,False,True,True,True,
MVI_39851,20,1,1219,1229,11,False,True,True,True,
MVI_39851,24,0,896,938,43,False,False,True,False,gt_missing_before
MVI_39851,32,0,1284,1354,71,False,True,True,True,
MVI_39851,32,1,1359,1362,4,False,True,True,True,
MVI_39851,35,0,1261,1357,97,False,False,True,False,gt_missing_before
MVI_39861,1,0,23,48,26,False,True,True,True,
MVI_39861,1,1,169,241,73,True,True,False,False,gt_missing_after
MVI_39861,2,0,1,11,11,False,False,False,False,gt_missing_before
MVI_39861,3,0,1,96,96,True,False,False,False,gt_missing_before
MVI_39861,4,0,1,71,71,True,False,False,False,gt_missing_before
MVI_39861,5,0,152,182,31,True,True,True,True,
MVI_39861,5,1,189,192,4,False,True,True,True,
MVI_39861,5,2,259,281,23,True,True,False,False,gt_missing_after
MVI_39861,6,0,279,324,46,False,True,True,True,
MVI_39861,7,0,406,416,11,False,False,True,False,gt_missing_before
MVI_39861,7,1,420,421,2,False,True,True,True,
MVI_39861,7,2,441,447,7,False,True,True,True,
MVI_39861,7,3,484,521,38,False,True,True,True,
MVI_39861,7,4,529,565,37,False,True,True,True,
MVI_39861,8,0,499,542,44,False,True,True,True,
MVI_39861,8,1,650,652,3,False,True,True,True,
MVI_39861,9,0,556,591,36,True,True,True,True,
MVI_39861,9,1,644,655,12,False,True,True,True,
MVI_39861,9,2,670,691,22,True,True,False,False,gt_missing_after
MVI_39861,11,0,633,658,26,True,True,True,True,
MVI_39861,11,1,730,745,16,True,True,False,False,gt_missing_after
MVI_39861,12,0,561,568,8,False,False,True,False,gt_missing_before
MVI_39861,12,1,573,701,129,True,True,False,False,gt_missing_after
MVI_39861,13,0,737,745,9,False,True,False,False,gt_missing_after
MVI_39931,4,0,1,54,54,False,False,True,False,gt_missing_before
MVI_39931,4,1,142,181,40,True,True,False,False,gt_missing_after
MVI_39931,5,0,66,86,21,False,True,False,False,gt_missing_after
MVI_39931,10,0,1,105,105,False,False,True,False,gt_missing_before
MVI_39931,11,0,63,95,33,False,True,True,True,
MVI_39931,12,0,36,86,51,False,False,True,False,gt_missing_before
MVI_39931,12,1,100,201,102,True,True,False,False,gt_missing_after
MVI_39931,13,0,310,341,32,False,True,False,False,gt_missing_after
MVI_39931,14,0,151,233,83,False,False,True,False,gt_missing_before
MVI_39931,14,1,324,361,38,True,True,False,False,gt_missing_after
MVI_39931,17,0,241,311,71,False,False,True,False,gt_missing_before
MVI_39931,17,1,407,431,25,True,True,False,False,gt_missing_after
MVI_39931,19,0,386,471,86,False,False,True,False,gt_missing_before
MVI_39931,19,1,577,611,35,True,True,False,False,gt_missing_after
MVI_39931,21,0,836,884,49,False,False,True,False,gt_missing_before
MVI_39931,21,1,957,976,20,True,True,False,False,gt_missing_after
MVI_39931,25,0,1051,1096,46,False,False,True,False,gt_missing_before
MVI_39931,25,1,1159,1181,23,True,True,False,False,gt_missing_after
MVI_40131,1,0,157,276,120,True,True,True,True,
MVI_40131,12,0,101,181,81,False,False,True,False,gt_missing_before
MVI_40131,16,0,169,220,52,False,True,True,True,
MVI_40131,16,1,288,309,22,False,True,True,True,
MVI_40131,17,0,131,194,64,False,False,True,False,gt_missing_before
MVI_40131,19,0,221,239,19,False,True,True,True,
MVI_40131,19,1,687,800,114,True,True,True,True,
MVI_40131,19,2,906,923,18,False,True,True,True,
MVI_40131,19,3,929,934,6,False,True,True,True,
MVI_40131,19,4,943,955,13,False,True,True,True,
MVI_40131,19,5,973,1044,72,False,True,True,True,
MVI_40131,19,6,1073,1101,29,False,True,True,True,
MVI_40131,20,0,191,195,5,False,False,True,False,gt_missing_before
MVI_40131,20,1,200,261,62,False,True,True,True,
MVI_40131,20,2,382,388,7,False,True,True,True,
MVI_40131,23,0,291,315,25,False,False,True,False,gt_missing_before
MVI_40131,25,0,368,544,177,False,True,True,True,
MVI_40131,26,0,351,434,84,False,True,True,True,
MVI_40131,29,0,729,830,102,False,True,True,True,
MVI_40131,30,0,467,475,9,False,True,True,True,
MVI_40131,30,1,518,568,51,False,True,True,True,
MVI_40131,31,0,446,469,24,False,False,True,False,gt_missing_before
MVI_40131,31,1,476,483,8,False,True,True,True,
MVI_40131,34,0,606,670,65,False,True,True,True,
MVI_40131,35,0,737,833,97,True,True,True,True,
MVI_40131,35,1,930,955,26,False,True,True,True,
MVI_40131,36,0,711,739,29,False,False,True,False,gt_missing_before
MVI_40131,37,0,711,920,210,False,False,True,False,gt_missing_before
MVI_40131,37,1,977,1009,33,False,True,True,True,
MVI_40131,38,0,789,839,51,False,True,True,True,
MVI_40131,39,0,711,810,100,False,False,True,False,gt_missing_before
MVI_40131,39,1,818,872,55,False,True,True,True,
MVI_40131,40,0,806,924,119,False,False,True,False,gt_missing_before
MVI_40131,40,1,929,939,11,False,True,True,True,
MVI_40131,40,2,975,989,15,False,True,True,True,
MVI_40131,40,3,997,1004,8,False,True,True,True,
MVI_40131,41,0,846,888,43,False,False,True,False,gt_missing_before
MVI_40131,45,0,1101,1125,25,False,False,True,False,gt_missing_before
MVI_40131,60,0,1610,1631,22,False,True,False,False,gt_missing_after
MVI_40131,62,0,1620,1645,26,False,True,False,False,gt_missing_after
MVI_40131,65,0,1586,1645,60,False,False,False,False,gt_missing_before
MVI_40141,8,0,133,156,24,False,True,False,False,gt_missing_after
MVI_40141,11,0,104,140,37,False,True,True,True,
MVI_40141,12,0,61,96,36,False,False,True,False,gt_missing_before
MVI_40141,13,0,91,141,51,False,False,True,False,gt_missing_before
MVI_40152,1,0,13,22,10,False,True,True,True,
MVI_40152,2,0,4,31,28,False,True,True,True,
MVI_40152,3,0,1,41,41,False,False,False,False,gt_missing_before
MVI_40152,5,0,30,48,19,False,True,True,True,
MVI_40152,6,0,11,31,21,False,False,True,False,gt_missing_before
MVI_40152,7,0,50,65,16,False,True,True,True,
MVI_40152,8,0,104,122,19,False,True,True,True,
MVI_40152,9,0,85,102,18,False,True,True,True,
MVI_40152,10,0,175,194,20,False,True,True,True,
MVI_40152,11,0,222,242,21,False,True,True,True,
MVI_40152,12,0,239,257,19,False,True,True,True,
MVI_40152,13,0,269,291,23,False,True,True,True,
MVI_40152,14,0,266,272,7,False,False,True,False,gt_missing_before
MVI_40152,15,0,306,323,18,False,True,True,True,
MVI_40152,16,0,327,346,20,False,True,True,True,
MVI_40152,16,1,372,421,50,False,True,False,False,gt_missing_after
MVI_40152,17,0,341,364,24,False,True,True,True,
MVI_40152,18,0,377,394,18,False,True,True,True,
MVI_40152,19,0,382,402,21,False,True,True,True,
MVI_40152,20,0,415,435,21,False,True,True,True,
MVI_40152,21,0,379,399,21,False,True,True,True,
MVI_40152,22,0,463,482,20,False,True,True,True,
MVI_40152,23,0,540,559,20,False,True,True,True,
MVI_40152,24,0,576,594,19,False,True,True,True,
MVI_40152,25,0,595,619,25,False,True,True,True,
MVI_40152,26,0,581,696,116,True,False,False,False,gt_missing_before
MVI_40152,27,0,636,658,23,False,True,True,True,
MVI_40152,27,1,716,717,2,False,True,True,True,
MVI_40152,27,2,724,741,18,False,True,False,False,gt_missing_after
MVI_40152,28,0,641,656,16,False,True,True,True,
MVI_40152,29,0,690,710,21,False,True,True,True,
MVI_40152,30,0,668,685,18,False,True,True,True,
MVI_40152,31,0,711,728,18,False,False,True,False,gt_missing_before
MVI_40152,32,0,794,816,23,False,True,True,True,
MVI_40152,32,1,828,850,23,False,True,True,True,
MVI_40152,33,0,801,817,17,False,True,True,True,
MVI_40152,34,0,822,835,14,False,True,True,True,
MVI_40152,35,0,860,879,20,False,True,True,True,
MVI_40152,36,0,898,922,25,False,True,True,True,
MVI_40152,37,0,930,954,25,False,True,True,True,
MVI_40152,38,0,958,977,20,False,True,True,True,
MVI_40152,39,0,1020,1040,21,False,True,True,True,
MVI_40152,40,0,1136,1154,19,False,True,True,True,
MVI_40152,41,0,1245,1267,23,False,True,True,True,
MVI_40152,42,0,1286,1305,20,False,True,True,True,
MVI_40152,42,1,1350,1386,37,False,True,False,False,gt_missing_after
MVI_40152,43,0,1300,1316,17,False,True,True,True,
MVI_40152,44,0,1361,1382,22,False,True,True,True,
MVI_40152,45,0,1419,1458,40,False,True,True,True,
MVI_40152,46,0,1611,1706,96,True,False,False,False,gt_missing_before
MVI_40152,47,0,1644,1670,27,False,True,True,True,
MVI_40152,48,0,1696,1750,55,True,False,False,False,gt_missing_before
MVI_40152,49,0,1736,1750,15,False,True,False,False,gt_missing_after
MVI_40161,1,0,1,10,10,False,False,True,False,gt_missing_before
MVI_40161,1,1,42,63,22,False,True,True,True,
MVI_40161,1,2,100,106,7,False,True,False,False,gt_missing_after
MVI_40161,2,0,1,4,4,False,False,True,False,gt_missing_before
MVI_40161,2,1,25,57,33,False,True,True,True,
MVI_40161,2,2,108,110,3,False,True,True,True,
MVI_40161,2,3,204,214,11,False,True,True,True,
MVI_40161,2,4,269,278,10,False,True,True,True,
MVI_40161,2,5,449,455,7,False,True,True,True,
MVI_40161,2,6,506,541,36,False,True,True,True,
MVI_40161,5,0,42,69,28,False,True,True,True,
MVI_40161,6,0,41,100,60,False,True,True,True,
MVI_40161,10,0,217,266,50,False,True,False,False,gt_missing_after
MVI_40161,11,0,166,237,72,False,False,True,False,gt_missing_before
MVI_40161,11,1,245,282,38,False,True,True,True,
MVI_40161,16,0,245,311,67,False,True,False,False,gt_missing_after
MVI_40161,17,0,241,316,76,False,False,False,False,gt_missing_before
MVI_40161,28,0,526,601,76,False,False,False,False,gt_missing_before
MVI_40161,30,0,571,645,75,False,False,True,False,gt_missing_before
MVI_40161,33,0,624,651,28,False,True,True,True,
MVI_40161,34,0,621,704,84,False,False,True,False,gt_missing_before
MVI_40161,40,0,771,835,65,False,False,True,False,gt_missing_before
MVI_40161,44,0,881,943,63,False,False,True,False,gt_missing_before
MVI_40161,50,0,979,1011,33,False,True,True,True,
MVI_40161,51,0,971,1044,74,False,False,True,False,gt_missing_before
MVI_40161,61,0,1306,1328,23,False,True,True,True,
MVI_40161,61,1,1380,1404,25,False,True,True,True,
MVI_40162,3,0,11,106,96,False,False,False,False,gt_missing_before
MVI_40162,6,0,98,197,100,False,True,True,True,
MVI_40162,6,1,209,215,7,False,True,True,True,
MVI_40162,10,0,361,434,74,False,False,True,False,gt_missing_before
MVI_40162,16,0,601,604,4,False,True,True,True,
MVI_40162,16,1,614,620,7,False,True,True,True,
MVI_40162,16,2,627,691,65,False,True,False,False,gt_missing_after
MVI_40162,17,0,586,701,116,False,False,False,False,gt_missing_before
MVI_40162,21,0,661,766,106,False,False,False,False,gt_missing_before
MVI_40162,31,0,870,900,31,False,True,True,True,
MVI_40162,32,0,801,813,13,False,False,True,False,gt_missing_before
MVI_40162,32,1,820,848,29,False,True,True,True,
MVI_40162,32,2,852,854,3,False,True,True,True,
MVI_40162,34,0,826,909,84,False,False,True,False,gt_missing_before
MVI_40162,35,0,899,928,30,False,True,True,True,
MVI_40162,37,0,876,938,63,False,False,True,False,gt_missing_before
MVI_40162,37,1,949,954,6,False,True,True,True,
MVI_40162,39,0,916,966,51,True,False,True,False,gt_missing_before
MVI_40162,40,0,990,1018,29,False,True,True,True,
MVI_40162,40,1,1050,1071,22,False,True,True,True,
MVI_40162,40,2,1116,1135,20,False,True,True,True,
MVI_40162,40,3,1149,1166,18,False,True,True,True,
MVI_40162,40,4,1242,1269,28,False,True,True,True,
MVI_40162,40,5,1299,1314,16,False,True,True,True,
MVI_40162,40,6,1369,1385,17,False,True,True,True,
MVI_40162,40,7,1415,1435,21,False,True,True,True,
MVI_40162,40,8,1449,1472,24,False,True,True,True,
MVI_40162,40,9,1510,1584,75,False,True,True,True,
MVI_40162,40,10,1630,1666,37,False,True,False,False,gt_missing_after
MVI_40162,41,0,931,998,68,False,False,True,False,gt_missing_before
MVI_40162,41,1,1011,1013,3,False,True,True,True,
MVI_40162,41,2,1018,1021,4,False,True,True,True,
MVI_40162,42,0,956,1006,51,False,False,True,False,gt_missing_before
MVI_40162,44,0,1066,1091,26,False,True,False,False,gt_missing_after
MVI_40162,46,0,1011,1093,83,False,False,True,False,gt_missing_before
MVI_40162,47,0,1016,1020,5,False,False,True,False,gt_missing_before
MVI_40162,50,0,1171,1201,31,False,True,False,False,gt_missing_after
MVI_40162,52,0,1113,1144,32,False,True,True,True,
MVI_40162,53,0,1111,1211,101,False,False,False,False,gt_missing_before
MVI_40162,54,0,1126,1186,61,True,False,True,False,gt_missing_before
MVI_40162,55,0,1151,1211,61,True,False,True,False,gt_missing_before
MVI_40162,58,0,1191,1192,2,False,False,True,False,gt_missing_before
MVI_40162,58,1,1197,1261,65,True,True,True,True,
MVI_40162,60,0,1201,1311,111,False,False,False,False,gt_missing_before
MVI_40162,62,0,1261,1321,61,True,False,True,False,gt_missing_before
MVI_40162,65,0,1281,1358,78,False,False,True,False,gt_missing_before
MVI_40162,65,1,1362,1369,8,False,True,True,True,
MVI_40162,71,0,1386,1387,2,False,False,True,False,gt_missing_before
MVI_40162,72,0,1498,1526,29,False,True,False,False,gt_missing_after
MVI_40162,73,0,1421,1535,115,False,False,True,False,gt_missing_before
MVI_40162,75,0,1485,1582,98,False,True,True,True,
MVI_40162,76,0,1471,1586,116,False,False,False,False,gt_missing_before
MVI_40162,82,0,1561,1565,5,False,False,True,False,gt_missing_before
MVI_40162,82,1,1572,1581,10,False,True,True,True,
MVI_40162,83,0,1586,1681,96,False,False,True,False,gt_missing_before
MVI_40162,88,0,1651,1724,74,False,False,True,False,gt_missing_before
MVI_40171,1,0,1,26,26,False,False,False,False,gt_missing_before
MVI_40171,6,0,36,76,41,False,True,True,True,
MVI_40171,7,0,36,91,56,False,False,False,False,gt_missing_before
MVI_40171,8,0,123,134,12,False,True,True,True,
MVI_40171,8,1,163,173,11,False,True,True,True,
MVI_40171,8,2,216,241,26,False,True,True,True,
MVI_40171,8,3,261,285,25,False,True,True,True,
MVI_40171,8,4,299,316,18,False,True,True,True,
MVI_40171,8,5,497,508,12,False,True,True,True,
MVI_40171,8,6,655,686,32,False,True,True,True,
MVI_40171,8,7,690,717,28,False,True,True,True,
MVI_40171,8,8,736,751,16,False,True,True,True,
MVI_40171,9,0,154,154,1,True,True,True,True,
MVI_40171,9,1,158,167,10,True,True,True,True,
MVI_40171,11,0,165,191,27,False,True,True,True,
MVI_40171,12,0,161,221,61,False,False,False,False,gt_missing_before
MVI_40171,14,0,226,256,31,False,True,True,True,
MVI_40171,15,0,226,291,66,False,False,False,False,gt_missing_before
MVI_40171,16,0,261,321,61,False,False,False,False,gt_missing_before
MVI_40171,17,0,266,276,11,False,False,True,False,gt_missing_before
MVI_40171,18,0,467,675,209,False,True,True,True,
MVI_40171,18,1,772,782,11,False,True,True,True,
MVI_40171,18,2,917,920,4,False,True,True,True,
MVI_40171,18,3,925,928,4,False,True,True,True,
MVI_40171,18,4,963,966,4,False,True,True,True,
MVI_40171,19,0,351,411,61,False,False,False,False,gt_missing_before
MVI_40171,22,0,488,556,69,False,True,False,False,gt_missing_after
MVI_40171,23,0,528,589,62,False,True,True,True,
MVI_40171,25,0,596,661,66,False,False,False,False,gt_missing_before
MVI_40171,26,0,621,667,47,True,False,True,False,gt_missing_before
MVI_40171,27,0,621,650,30,False,False,True,False,gt_missing_before
MVI_40171,28,0,651,671,21,False,False,True,False,gt_missing_before
MVI_40171,29,0,654,706,53,False,True,False,False,gt_missing_after
MVI_40171,31,0,796,821,26,False,True,True,True,
MVI_40171,34,0,881,946,66,False,True,False,False,gt_missing_after
MVI_40171,35,0,916,977,62,False,True,True,True,
MVI_40171,36,0,916,981,66,False,False,False,False,gt_missing_before
MVI_40171,38,0,966,973,8,False,False,True,False,gt_missing_before
MVI_40171,39,0,1017,1086,70,False,True,False,False,gt_missing_after
MVI_40171,40,0,1128,1150,23,False,True,False,False,gt_missing_after
MVI_40171,41,0,703,801,99,True,True,True,True,
MVI_40171,41,1,1080,1131,52,True,True,True,True,
MVI_40171,42,0,1,1150,1150,True,False,False,False,gt_missing_before
MVI_40171,43,0,1,1150,1150,True,False,False,False,gt_missing_before
MVI_40171,44,0,1,1150,1150,True,False,False,False,gt_missing_before
MVI_40172,16,0,244,423,180,True,True,True,True,
MVI_40172,35,0,1058,1096,39,False,True,False,False,gt_missing_after
MVI_40172,36,0,1105,1141,37,False,True,False,False,gt_missing_after
MVI_40172,40,0,1286,1314,29,False,True,True,True,
MVI_40172,41,0,1288,1326,39,False,True,False,False,gt_missing_after
MVI_40172,47,0,1409,1456,48,False,True,False,False,gt_missing_after
MVI_40172,50,0,1451,1501,51,False,False,False,False,gt_missing_before
MVI_40172,51,0,1455,1464,10,False,True,True,True,
MVI_40172,56,0,1564,1591,28,False,True,False,False,gt_missing_after
MVI_40172,57,0,1554,1590,37,False,True,True,True,
MVI_40172,60,0,1628,1671,44,False,True,True,True,
MVI_40172,61,0,1636,1648,13,False,True,True,True,
MVI_40172,63,0,1626,1671,46,False,False,False,False,gt_missing_before
MVI_40172,65,0,1680,1708,29,False,True,True,True,
MVI_40172,67,0,1681,1711,31,False,False,True,False,gt_missing_before
MVI_40172,79,0,2114,2227,114,False,True,True,True,
MVI_40172,95,0,2512,2551,40,False,True,False,False,gt_missing_after
MVI_40172,96,0,2586,2635,50,False,False,False,False,gt_missing_before
MVI_40172,99,0,34,83,50,True,True,True,True,
MVI_40172,99,1,364,437,74,True,True,True,True,
MVI_40172,99,2,2208,2247,40,True,True,True,True,
MVI_40172,100,0,1,2635,2635,True,False,False,False,gt_missing_before
MVI_40172,101,0,1,2635,2635,True,False,False,False,gt_missing_before
MVI_40172,102,0,1,2635,2635,True,False,False,False,gt_missing_before
MVI_40172,105,0,45,96,52,True,True,True,True,
MVI_40172,105,1,378,422,45,True,True,True,True,
MVI_40172,105,2,426,446,21,True,True,True,True,
MVI_40172,105,3,2228,2266,39,True,True,True,True,
MVI_40181,3,0,1,8,8,False,False,True,False,gt_missing_before
MVI_40181,3,1,57,72,16,False,True,True,True,
MVI_40181,3,2,167,173,7,False,True,True,True,
MVI_40181,3,3,182,197,16,False,True,True,True,
MVI_40181,3,4,207,223,17,False,True,True,True,
MVI_40181,3,5,301,326,26,False,True,False,False,gt_missing_after
MVI_40181,8,0,155,172,18,False,True,True,True,
MVI_40181,8,1,184,200,17,False,True,True,True,
MVI_40181,8,2,261,285,25,False,True,True,True,
MVI_40181,8,3,321,342,22,False,True,True,True,
MVI_40181,8,4,465,519,55,False,True,True,True,
MVI_40181,8,5,581,604,24,False,True,True,True,
MVI_40181,8,6,680,694,15,False,True,True,True,
MVI_40181,8,7,725,756,32,False,True,True,True,
MVI_40181,11,0,71,142,72,False,False,True,False,gt_missing_before
MVI_40181,12,0,129,134,6,False,True,True,True,
MVI_40181,14,0,202,221,20,False,True,False,False,gt_missing_after
MVI_40181,15,0,161,205,45,False,False,True,False,gt_missing_before
MVI_40181,18,0,191,215,25,False,False,True,False,gt_missing_before
MVI_40181,27,0,416,463,48,False,False,True,False,gt_missing_before
MVI_40181,29,0,519,530,12,False,True,True,True,
MVI_40181,31,0,481,531,51,False,False,False,False,gt_missing_before
MVI_40181,35,0,591,648,58,False,False,True,False,gt_missing_before
MVI_40181,38,0,695,706,12,False,True,True,True,
MVI_40181,40,0,676,743,68,False,False,True,False,gt_missing_before
MVI_40181,41,0,676,736,61,False,False,True,False,gt_missing_before
MVI_40181,45,0,726,773,48,False,False,True,False,gt_missing_before
MVI_40181,56,0,1073,1101,29,False,True,False,False,gt_missing_after
MVI_40181,57,0,1048,1070,23,False,True,True,True,
MVI_40181,57,1,1201,1223,23,False,True,True,True,
MVI_40181,57,2,1233,1264,32,False,True,True,True,
MVI_40181,57,3,1291,1308,18,False,True,True,True,
MVI_40181,57,4,1319,1340,22,False,True,True,True,
MVI_40181,57,5,1443,1458,16,False,True,True,True,
MVI_40181,57,6,1472,1495,24,False,True,True,True,
MVI_40181,57,7,1554,1577,24,False,True,True,True,
MVI_40181,57,8,1601,1611,11,False,True,False,False,gt_missing_after
MVI_40181,58,0,1041,1101,61,False,False,False,False,gt_missing_before
MVI_40181,60,0,1051,1055,5,False,False,True,False,gt_missing_before
MVI_40181,62,0,1086,1146,61,False,False,False,False,gt_missing_before
MVI_40181,65,0,1155,1174,20,False,True,True,True,
MVI_40181,66,0,1151,1207,57,False,False,True,False,gt_missing_before
MVI_40181,67,0,1186,1207,22,False,True,True,True,
MVI_40181,67,1,1271,1279,9,False,True,True,True,
MVI_40181,67,2,1293,1315,23,False,True,True,True,
MVI_40181,67,3,1419,1428,10,False,True,True,True,
MVI_40181,67,4,1448,1469,22,False,True,True,True,
MVI_40181,67,5,1521,1532,12,False,True,True,True,
MVI_40181,67,6,1559,1590,32,False,True,True,True,
MVI_40181,67,7,1629,1656,28,False,True,True,True,
MVI_40181,67,8,1693,1700,8,False,True,False,False,gt_missing_after
MVI_40181,68,0,1176,1223,48,True,False,True,False,gt_missing_before
MVI_40181,71,0,1329,1336,8,False,True,False,False,gt_missing_after
MVI_40181,72,0,1287,1303,17,False,True,True,True,
MVI_40181,74,0,1281,1339,59,False,False,True,False,gt_missing_before
MVI_40181,75,0,1331,1386,56,False,False,False,False,gt_missing_before
MVI_40181,76,0,1398,1410,13,False,True,True,True,
MVI_40181,82,0,1601,1626,26,False,True,True,True,
MVI_40181,83,0,1571,1623,53,False,False,True,False,gt_missing_before
MVI_40181,84,0,1671,1676,6,False,True,False,False,gt_missing_after
MVI_40181,85,0,1621,1681,61,False,False,False,False,gt_missing_before
MVI_40191,7,0,1,11,11,False,False,False,False,gt_missing_before
MVI_40191,22,0,186,187,2,False,True,True,True,
MVI_40191,22,1,194,211,18,False,True,False,False,gt_missing_after
MVI_40191,26,0,91,112,22,False,False,True,False,gt_missing_before
MVI_40191,35,0,171,202,32,False,False,True,False,gt_missing_before
MVI_40191,38,0,196,197,2,False,False,True,False,gt_missing_before
MVI_40191,38,1,205,286,82,False,True,False,False,gt_missing_after
MVI_40191,41,0,226,230,5,False,False,True,False,gt_missing_before
MVI_40191,62,0,386,435,50,False,False,True,False,gt_missing_before
MVI_40191,68,0,436,453,18,False,False,True,False,gt_missing_before
MVI_40191,70,0,538,541,4,False,True,False,False,gt_missing_after
MVI_40191,73,0,476,501,26,False,False,True,False,gt_missing_before
MVI_40191,81,0,690,696,7,False,True,False,False,gt_missing_after
MVI_40191,85,0,569,574,6,False,True,True,True,
MVI_40191,85,1,578,589,12,False,True,True,True,
MVI_40191,85,2,647,673,27,False,True,True,True,
MVI_40191,86,0,571,592,22,False,False,True,False,gt_missing_before
MVI_40191,91,0,627,667,41,False,True,True,True,
MVI_40191,93,0,611,650,40,False,False,True,False,gt_missing_before
MVI_40191,95,0,626,636,11,False,False,True,False,gt_missing_before
MVI_40191,97,0,736,738,3,False,True,True,True,
MVI_40191,97,1,747,766,20,False,True,False,False,gt_missing_after
MVI_40191,112,0,877,887,11,False,True,True,True,
MVI_40191,116,0,776,777,2,False,False,True,False,gt_missing_before
MVI_40191,120,0,836,886,51,False,False,True,False,gt_missing_before
MVI_40191,121,0,841,900,60,False,False,True,False,gt_missing_before
MVI_40191,123,0,846,912,67,False,False,True,False,gt_missing_before
MVI_40191,129,0,891,899,9,False,False,True,False,gt_missing_before
MVI_40191,136,0,946,949,4,False,False,True,False,gt_missing_before
MVI_40191,136,1,953,959,7,False,True,True,True,
MVI_40191,171,0,1335,1342,8,False,True,True,True,
MVI_40191,171,1,1348,1354,7,False,True,True,True,
MVI_40191,180,0,1481,1483,3,False,True,True,True,
MVI_40191,201,0,1531,1586,56,False,False,True,False,gt_missing_before
MVI_40191,204,0,1706,1707,2,False,True,True,True,
MVI_40191,204,1,1713,1719,7,False,True,True,True,
MVI_40191,214,0,1761,1762,2,False,True,True,True,
MVI_40191,214,1,1767,1775,9,False,True,True,True,
MVI_40191,220,0,1797,1799,3,False,True,True,True,
MVI_40191,222,0,1798,1836,39,False,True,False,False,gt_missing_after
MVI_40191,223,0,1817,1851,35,False,True,False,False,gt_missing_after
MVI_40191,231,0,1850,1876,27,False,True,False,False,gt_missing_after
MVI_40191,232,0,1854,1936,83,False,True,False,False,gt_missing_after
MVI_40191,237,0,1959,1961,3,False,True,False,False,gt_missing_after
MVI_40191,240,0,1817,1844,28,False,True,True,True,
MVI_40191,240,1,1850,1863,14,False,True,True,True,
MVI_40191,241,0,1831,1891,61,False,True,False,False,gt_missing_after
MVI_40191,242,0,1911,1971,61,False,True,False,False,gt_missing_after
MVI_40191,260,0,2006,2007,2,False,True,True,True,
MVI_40191,260,1,2034,2039,6,False,True,True,True,
MVI_40191,260,2,2043,2046,4,False,True,False,False,gt_missing_after
MVI_40191,261,0,1971,2009,39,False,False,True,False,gt_missing_before
MVI_40191,263,0,2089,2151,63,False,True,False,False,gt_missing_after
MVI_40191,272,0,2051,2085,35,False,False,True,False,gt_missing_before
MVI_40191,273,0,2066,2124,59,False,False,True,False,gt_missing_before
MVI_40191,275,0,2109,2138,30,False,True,True,True,
MVI_40191,279,0,2131,2134,4,False,True,True,True,
MVI_40191,279,1,2139,2189,51,False,True,True,True,
MVI_40191,279,2,2197,2201,5,False,True,False,False,gt_missing_after
MVI_40191,282,0,2101,2111,11,False,False,True,False,gt_missing_before
MVI_40191,292,0,2302,2331,30,False,True,False,False,gt_missing_after
MVI_40191,299,0,2251,2254,4,False,False,True,False,gt_missing_before
MVI_40191,302,0,2266,2267,2,False,False,True,False,gt_missing_before
MVI_40191,302,1,2274,2278,5,False,True,True,True,
